GO.ID	Term	Annotated	Significant	Expected	classic
GO:0010167	response to nitrate	6	3	0.08	5e-05
GO:0080167	response to karrikin	22	4	0.31	0.00020
GO:0048527	lateral root development	23	4	0.32	0.00024
GO:0048528	post-embryonic root development	25	4	0.35	0.00034
GO:0019755	one-carbon compound transport	12	3	0.17	0.00052
GO:0051188	cofactor biosynthetic process	180	9	2.52	0.00068
GO:0090696	post-embryonic plant organ development	33	4	0.46	0.00102
GO:0015706	nitrate transport	5	2	0.07	0.00187
GO:0015707	nitrite transport	5	2	0.07	0.00187
GO:0071249	cellular response to nitrate	5	2	0.07	0.00187
GO:0022622	root system development	70	5	0.98	0.00263
GO:0048364	root development	70	5	0.98	0.00263
GO:0015843	methylammonium transport	8	2	0.11	0.00509
GO:0080181	lateral root branching	8	2	0.11	0.00509
GO:0051186	cofactor metabolic process	298	10	4.17	0.00679
GO:0090407	organophosphate biosynthetic process	252	9	3.53	0.00699
GO:0006633	fatty acid biosynthetic process	56	4	0.78	0.00724
GO:0015995	chlorophyll biosynthetic process	10	2	0.14	0.00803
GO:0016053	organic acid biosynthetic process	214	8	3	0.00854
GO:0046394	carboxylic acid biosynthetic process	214	8	3	0.00854
GO:0006085	acetyl-CoA biosynthetic process	11	2	0.15	0.00973
GO:0006407	rRNA export from nucleus	11	2	0.15	0.00973
GO:0051029	rRNA transport	11	2	0.15	0.00973
GO:0072488	ammonium transmembrane transport	12	2	0.17	0.01157
GO:0006082	organic acid metabolic process	431	12	6.03	0.01277
GO:0043436	oxoacid metabolic process	431	12	6.03	0.01277
GO:0000470	maturation of LSU-rRNA	36	3	0.5	0.01326
GO:0002439	chronic inflammatory response to antigen...	1	1	0.01	0.01400
GO:0009245	lipid A biosynthetic process	1	1	0.01	0.01400
GO:0009610	response to symbiotic fungus	1	1	0.01	0.01400
GO:0019510	S-adenosylhomocysteine catabolic process	1	1	0.01	0.01400
GO:0033385	geranylgeranyl diphosphate metabolic pro...	1	1	0.01	0.01400
GO:0033519	phytyl diphosphate metabolic process	1	1	0.01	0.01400
GO:0033521	phytyl diphosphate biosynthetic process	1	1	0.01	0.01400
GO:0038166	angiotensin-activated signaling pathway	1	1	0.01	0.01400
GO:0042128	nitrate assimilation	1	1	0.01	0.01400
GO:0046493	lipid A metabolic process	1	1	0.01	0.01400
GO:0071268	homocysteine biosynthetic process	1	1	0.01	0.01400
GO:0071923	negative regulation of cohesin loading	1	1	0.01	0.01400
GO:0106111	regulation of mitotic cohesin ssDNA (lag...	1	1	0.01	0.01400
GO:0106112	negative regulation of mitotic cohesin s...	1	1	0.01	0.01400
GO:0120186	negative regulation of protein localizat...	1	1	0.01	0.01400
GO:1901269	lipooligosaccharide metabolic process	1	1	0.01	0.01400
GO:1901271	lipooligosaccharide biosynthetic process	1	1	0.01	0.01400
GO:1904385	cellular response to angiotensin	1	1	0.01	0.01400
GO:1905405	regulation of mitotic cohesin loading	1	1	0.01	0.01400
GO:1905412	negative regulation of mitotic cohesin l...	1	1	0.01	0.01400
GO:1990776	response to angiotensin	1	1	0.01	0.01400
GO:0017000	antibiotic biosynthetic process	37	3	0.52	0.01429
GO:0031345	negative regulation of cell projection o...	37	3	0.52	0.01429
GO:0043604	amide biosynthetic process	385	11	5.39	0.01454
GO:0042274	ribosomal small subunit biogenesis	107	5	1.5	0.01575
GO:0072330	monocarboxylic acid biosynthetic process	108	5	1.51	0.01635
GO:0001101	response to acid chemical	195	7	2.73	0.01719
GO:0010311	lateral root formation	15	2	0.21	0.01792
GO:0015994	chlorophyll metabolic process	15	2	0.21	0.01792
GO:1902170	cellular response to reactive nitrogen s...	15	2	0.21	0.01792
GO:0032787	monocarboxylic acid metabolic process	197	7	2.76	0.01810
GO:0044272	sulfur compound biosynthetic process	74	4	1.04	0.01890
GO:0006364	rRNA processing	200	7	2.8	0.01952
GO:0009624	response to nematode	16	2	0.22	0.02030
GO:0010102	lateral root morphogenesis	16	2	0.22	0.02030
GO:0035384	thioester biosynthetic process	16	2	0.22	0.02030
GO:0071616	acyl-CoA biosynthetic process	16	2	0.22	0.02030
GO:0019752	carboxylic acid metabolic process	405	11	5.67	0.02072
GO:1903409	reactive oxygen species biosynthetic pro...	43	3	0.6	0.02141
GO:0008654	phospholipid biosynthetic process	77	4	1.08	0.02157
GO:0008088	axo-dendritic transport	44	3	0.62	0.02276
GO:0010101	post-embryonic root morphogenesis	17	2	0.24	0.02280
GO:0009108	coenzyme biosynthetic process	118	5	1.65	0.02314
GO:0009152	purine ribonucleotide biosynthetic proce...	118	5	1.65	0.02314
GO:0099402	plant organ development	119	5	1.67	0.02390
GO:0019637	organophosphate metabolic process	361	10	5.05	0.02445
GO:0006084	acetyl-CoA metabolic process	18	2	0.25	0.02543
GO:0097064	ncRNA export from nucleus	18	2	0.25	0.02543
GO:1901201	regulation of extracellular matrix assem...	18	2	0.25	0.02543
GO:1901202	negative regulation of extracellular mat...	18	2	0.25	0.02543
GO:1903054	negative regulation of extracellular mat...	18	2	0.25	0.02543
GO:1905050	positive regulation of metallopeptidase ...	18	2	0.25	0.02543
GO:0030490	maturation of SSU-rRNA	81	4	1.13	0.02546
GO:0006164	purine nucleotide biosynthetic process	121	5	1.69	0.02549
GO:1901566	organonitrogen compound biosynthetic pro...	770	17	10.78	0.02595
GO:0044283	small molecule biosynthetic process	365	10	5.11	0.02621
GO:0008610	lipid biosynthetic process	214	7	3	0.02724
GO:0006432	phenylalanyl-tRNA aminoacylation	2	1	0.03	0.02780
GO:0009107	lipoate biosynthetic process	2	1	0.03	0.02780
GO:0009608	response to symbiont	2	1	0.03	0.02780
GO:0042126	nitrate metabolic process	2	1	0.03	0.02780
GO:0061780	mitotic cohesin loading	2	1	0.03	0.02780
GO:0062022	mitotic cohesin ssDNA (lagging strand) l...	2	1	0.03	0.02780
GO:0140146	calcium ion import into vacuole	2	1	0.03	0.02780
GO:1902033	regulation of hematopoietic stem cell pr...	2	1	0.03	0.02780
GO:1902035	positive regulation of hematopoietic ste...	2	1	0.03	0.02780
GO:0009260	ribonucleotide biosynthetic process	124	5	1.74	0.02798
GO:0046390	ribose phosphate biosynthetic process	124	5	1.74	0.02798
GO:1903053	regulation of extracellular matrix organ...	19	2	0.27	0.02817
GO:1905048	regulation of metallopeptidase activity	19	2	0.27	0.02817
GO:0006090	pyruvate metabolic process	49	3	0.69	0.03016
GO:0006779	porphyrin-containing compound biosynthet...	20	2	0.28	0.03102
GO:0031532	actin cytoskeleton reorganization	20	2	0.28	0.03102
GO:0033014	tetrapyrrole biosynthetic process	20	2	0.28	0.03102
GO:0046148	pigment biosynthetic process	50	3	0.7	0.03178
GO:0016072	rRNA metabolic process	222	7	3.11	0.03248
GO:0045727	positive regulation of translation	51	3	0.71	0.03344
GO:0034446	substrate adhesion-dependent cell spread...	21	2	0.29	0.03399
GO:1905393	plant organ formation	21	2	0.29	0.03399
GO:0072522	purine-containing compound biosynthetic ...	132	5	1.85	0.03540
GO:0006732	coenzyme metabolic process	179	6	2.51	0.03652
GO:0001763	morphogenesis of a branching structure	22	2	0.31	0.03706
GO:0006644	phospholipid metabolic process	92	4	1.29	0.03828
GO:0044255	cellular lipid metabolic process	282	8	3.95	0.03905
GO:0048846	axon extension involved in axon guidance	23	2	0.32	0.04023
GO:0050774	negative regulation of dendrite morphoge...	23	2	0.32	0.04023
GO:0051683	establishment of Golgi localization	23	2	0.32	0.04023
GO:1902284	neuron projection extension involved in ...	23	2	0.32	0.04023
GO:0000466	maturation of 5.8S rRNA from tricistroni...	55	3	0.77	0.04054
GO:0051129	negative regulation of cellular componen...	184	6	2.58	0.04099
GO:0002437	inflammatory response to antigenic stimu...	3	1	0.04	0.04142
GO:0002544	chronic inflammatory response	3	1	0.04	0.04142
GO:0006067	ethanol metabolic process	3	1	0.04	0.04142
GO:0006069	ethanol oxidation	3	1	0.04	0.04142
GO:0006113	fermentation	3	1	0.04	0.04142
GO:0009106	lipoate metabolic process	3	1	0.04	0.04142
GO:0009955	adaxial/abaxial pattern specification	3	1	0.04	0.04142
GO:0010765	positive regulation of sodium ion transp...	3	1	0.04	0.04142
GO:0019413	acetate biosynthetic process	3	1	0.04	0.04142
GO:0019542	propionate biosynthetic process	3	1	0.04	0.04142
GO:0019654	acetate fermentation	3	1	0.04	0.04142
GO:0033353	S-adenosylmethionine cycle	3	1	0.04	0.04142
GO:0051256	mitotic spindle midzone assembly	3	1	0.04	0.04142
GO:0060415	muscle tissue morphogenesis	3	1	0.04	0.04142
GO:0071425	hematopoietic stem cell proliferation	3	1	0.04	0.04142
GO:0071918	urea transmembrane transport	3	1	0.04	0.04142
GO:0071922	regulation of cohesin loading	3	1	0.04	0.04142
GO:1901532	regulation of hematopoietic progenitor c...	3	1	0.04	0.04142
GO:1901660	calcium ion export	3	1	0.04	0.04142
GO:0085029	extracellular matrix assembly	24	2	0.34	0.04351
GO:0090697	post-embryonic plant organ morphogenesis	24	2	0.34	0.04351
GO:1900242	regulation of synaptic vesicle endocytos...	24	2	0.34	0.04351
GO:2000171	negative regulation of dendrite developm...	24	2	0.34	0.04351
GO:0042440	pigment metabolic process	57	3	0.8	0.04435
GO:0034655	nucleobase-containing compound catabolic...	238	7	3.33	0.04496
GO:0007338	single fertilization	25	2	0.35	0.04688
GO:0015695	organic cation transport	25	2	0.35	0.04688
GO:0090128	regulation of synapse maturation	25	2	0.35	0.04688
GO:0120035	regulation of plasma membrane bounded ce...	99	4	1.39	0.04807
GO:0034250	positive regulation of cellular amide me...	59	3	0.83	0.04834
GO:0031344	regulation of cell projection organizati...	100	4	1.4	0.04958
GO:0060074	synapse maturation	26	2	0.36	0.05034
GO:0000460	maturation of 5.8S rRNA	60	3	0.84	0.05040
GO:0010970	transport along microtubule	60	3	0.84	0.05040
GO:0099111	microtubule-based transport	60	3	0.84	0.05040
GO:0043603	cellular amide metabolic process	466	11	6.52	0.05178
GO:0006614	SRP-dependent cotranslational protein ta...	61	3	0.85	0.05250
GO:0000463	maturation of LSU-rRNA from tricistronic...	27	2	0.38	0.05389
GO:0006778	porphyrin-containing compound metabolic ...	27	2	0.38	0.05389
GO:0015837	amine transport	27	2	0.38	0.05389
GO:0048312	intracellular distribution of mitochondr...	27	2	0.38	0.05389
GO:0071428	rRNA-containing ribonucleoprotein comple...	27	2	0.38	0.05389
GO:0030705	cytoskeleton-dependent intracellular tra...	62	3	0.87	0.05464
GO:0009312	oligosaccharide biosynthetic process	4	1	0.06	0.05485
GO:0015840	urea transport	4	1	0.06	0.05485
GO:0030491	heteroduplex formation	4	1	0.06	0.05485
GO:0031269	pseudopodium assembly	4	1	0.06	0.05485
GO:0031271	lateral pseudopodium assembly	4	1	0.06	0.05485
GO:0031272	regulation of pseudopodium assembly	4	1	0.06	0.05485
GO:0031273	negative regulation of pseudopodium asse...	4	1	0.06	0.05485
GO:0031275	regulation of lateral pseudopodium assem...	4	1	0.06	0.05485
GO:0031276	negative regulation of lateral pseudopod...	4	1	0.06	0.05485
GO:0051790	short-chain fatty acid biosynthetic proc...	4	1	0.06	0.05485
GO:0071921	cohesin loading	4	1	0.06	0.05485
GO:1905634	regulation of protein localization to ch...	4	1	0.06	0.05485
GO:0006613	cotranslational protein targeting to mem...	63	3	0.88	0.05683
GO:0010952	positive regulation of peptidase activit...	63	3	0.88	0.05683
GO:0000447	endonucleolytic cleavage in ITS1 to sepa...	28	2	0.39	0.05753
GO:0010977	negative regulation of neuron projection...	28	2	0.39	0.05753
GO:0099174	regulation of presynapse organization	28	2	0.39	0.05753
GO:1903421	regulation of synaptic vesicle recycling	28	2	0.39	0.05753
GO:2000331	regulation of terminal button organizati...	28	2	0.39	0.05753
GO:0010771	negative regulation of cell morphogenesi...	29	2	0.41	0.06125
GO:0015696	ammonium transport	29	2	0.41	0.06125
GO:0050665	hydrogen peroxide biosynthetic process	29	2	0.41	0.06125
GO:0051645	Golgi localization	29	2	0.41	0.06125
GO:0090698	post-embryonic plant morphogenesis	29	2	0.41	0.06125
GO:0006412	translation	309	8	4.33	0.06152
GO:0044270	cellular nitrogen compound catabolic pro...	257	7	3.6	0.06343
GO:0055114	oxidation-reduction process	424	10	5.93	0.06380
GO:0032418	lysosome localization	30	2	0.42	0.06506
GO:0072553	terminal button organization	30	2	0.42	0.06506
GO:0099172	presynapse organization	30	2	0.42	0.06506
GO:0019439	aromatic compound catabolic process	259	7	3.63	0.06561
GO:0046700	heterocycle catabolic process	259	7	3.63	0.06561
GO:1901137	carbohydrate derivative biosynthetic pro...	260	7	3.64	0.06672
GO:0019541	propionate metabolic process	5	1	0.07	0.06809
GO:0031035	myosin filament disassembly	5	1	0.07	0.06809
GO:0031037	myosin II filament disassembly	5	1	0.07	0.06809
GO:0035162	embryonic hemopoiesis	5	1	0.07	0.06809
GO:0042045	epithelial fluid transport	5	1	0.07	0.06809
GO:0042219	cellular modified amino acid catabolic p...	5	1	0.07	0.06809
GO:0045733	acetate catabolic process	5	1	0.07	0.06809
GO:0048025	negative regulation of mRNA splicing, vi...	5	1	0.07	0.06809
GO:0048644	muscle organ morphogenesis	5	1	0.07	0.06809
GO:0070633	transepithelial transport	5	1	0.07	0.06809
GO:0016999	antibiotic metabolic process	68	3	0.95	0.06837
GO:0009165	nucleotide biosynthetic process	159	5	2.23	0.06891
GO:0008299	isoprenoid biosynthetic process	31	2	0.43	0.06894
GO:0048675	axon extension	31	2	0.43	0.06894
GO:0050684	regulation of mRNA processing	31	2	0.43	0.06894
GO:0098693	regulation of synaptic vesicle cycle	31	2	0.43	0.06894
GO:0042254	ribosome biogenesis	262	7	3.67	0.06898
GO:0006631	fatty acid metabolic process	112	4	1.57	0.06964
GO:1901293	nucleoside phosphate biosynthetic proces...	160	5	2.24	0.07041
GO:0000462	maturation of SSU-rRNA from tricistronic...	69	3	0.97	0.07080
GO:0044281	small molecule metabolic process	736	15	10.3	0.07086
GO:0009566	fertilization	32	2	0.45	0.07290
GO:0033013	tetrapyrrole metabolic process	32	2	0.45	0.07290
GO:0033866	nucleoside bisphosphate biosynthetic pro...	32	2	0.45	0.07290
GO:0034030	ribonucleoside bisphosphate biosynthetic...	32	2	0.45	0.07290
GO:0034033	purine nucleoside bisphosphate biosynthe...	32	2	0.45	0.07290
GO:0006637	acyl-CoA metabolic process	33	2	0.46	0.07693
GO:0035383	thioester metabolic process	33	2	0.46	0.07693
GO:0045665	negative regulation of neuron differenti...	33	2	0.46	0.07693
GO:0071229	cellular response to acid chemical	72	3	1.01	0.07832
GO:0043043	peptide biosynthetic process	326	8	4.56	0.07925
GO:0034220	ion transmembrane transport	218	6	3.05	0.08056
GO:1901361	organic cyclic compound catabolic proces...	272	7	3.81	0.08094
GO:1990138	neuron projection extension	34	2	0.48	0.08103
GO:0000022	mitotic spindle elongation	6	1	0.08	0.08116
GO:0006279	premeiotic DNA replication	6	1	0.08	0.08116
GO:0009082	branched-chain amino acid biosynthetic p...	6	1	0.08	0.08116
GO:0016259	selenocysteine metabolic process	6	1	0.08	0.08116
GO:0019288	isopentenyl diphosphate biosynthetic pro...	6	1	0.08	0.08116
GO:0019934	cGMP-mediated signaling	6	1	0.08	0.08116
GO:0033119	negative regulation of RNA splicing	6	1	0.08	0.08116
GO:0034087	establishment of mitotic sister chromati...	6	1	0.08	0.08116
GO:0042745	circadian sleep/wake cycle	6	1	0.08	0.08116
GO:0045875	negative regulation of sister chromatid ...	6	1	0.08	0.08116
GO:0045903	positive regulation of translational fid...	6	1	0.08	0.08116
GO:0050686	negative regulation of mRNA processing	6	1	0.08	0.08116
GO:1990145	maintenance of translational fidelity	6	1	0.08	0.08116
GO:0006629	lipid metabolic process	329	8	4.6	0.08267
GO:0000956	nuclear-transcribed mRNA catabolic proce...	119	4	1.67	0.08303
GO:0034470	ncRNA processing	274	7	3.84	0.08348
GO:0009737	response to abscisic acid	74	3	1.04	0.08352
GO:0042273	ribosomal large subunit biogenesis	74	3	1.04	0.08352
GO:0045047	protein targeting to ER	74	3	1.04	0.08352
GO:0072521	purine-containing compound metabolic pro...	221	6	3.09	0.08483
GO:0048311	mitochondrion distribution	35	2	0.49	0.08520
GO:0048488	synaptic vesicle endocytosis	35	2	0.49	0.08520
GO:0140238	presynaptic endocytosis	35	2	0.49	0.08520
GO:2000785	regulation of autophagosome assembly	35	2	0.49	0.08520
GO:1901135	carbohydrate derivative metabolic proces...	389	9	5.44	0.08579
GO:0072593	reactive oxygen species metabolic proces...	76	3	1.06	0.08887
GO:0072599	establishment of protein localization to...	76	3	1.06	0.08887
GO:0000479	endonucleolytic cleavage of tricistronic...	36	2	0.5	0.08943
GO:0042133	neurotransmitter metabolic process	36	2	0.5	0.08943
GO:0000184	nuclear-transcribed mRNA catabolic proce...	77	3	1.08	0.09160
GO:0010035	response to inorganic substance	281	7	3.93	0.09271
GO:0000244	spliceosomal tri-snRNP complex assembly	7	1	0.1	0.09404
GO:0000492	box C/D snoRNP assembly	7	1	0.1	0.09404
GO:0002028	regulation of sodium ion transport	7	1	0.1	0.09404
GO:0006083	acetate metabolic process	7	1	0.1	0.09404
GO:0006086	acetyl-CoA biosynthetic process from pyr...	7	1	0.1	0.09404
GO:0006152	purine nucleoside catabolic process	7	1	0.1	0.09404
GO:0006182	cGMP biosynthetic process	7	1	0.1	0.09404
GO:0006188	IMP biosynthetic process	7	1	0.1	0.09404
GO:0006189	'de novo' IMP biosynthetic process	7	1	0.1	0.09404
GO:0009143	nucleoside triphosphate catabolic proces...	7	1	0.1	0.09404
GO:0010189	vitamin E biosynthetic process	7	1	0.1	0.09404
GO:0015976	carbon utilization	7	1	0.1	0.09404
GO:0016321	female meiosis chromosome segregation	7	1	0.1	0.09404
GO:0034486	vacuolar transmembrane transport	7	1	0.1	0.09404
GO:0042360	vitamin E metabolic process	7	1	0.1	0.09404
GO:0042454	ribonucleoside catabolic process	7	1	0.1	0.09404
GO:0045901	positive regulation of translational elo...	7	1	0.1	0.09404
GO:0046068	cGMP metabolic process	7	1	0.1	0.09404
GO:0046130	purine ribonucleoside catabolic process	7	1	0.1	0.09404
GO:0046439	L-cysteine metabolic process	7	1	0.1	0.09404
GO:0046459	short-chain fatty acid metabolic process	7	1	0.1	0.09404
GO:0050667	homocysteine metabolic process	7	1	0.1	0.09404
GO:0051255	spindle midzone assembly	7	1	0.1	0.09404
GO:0120033	negative regulation of plasma membrane b...	7	1	0.1	0.09404
GO:0010975	regulation of neuron projection developm...	78	3	1.09	0.09436
GO:0052547	regulation of peptidase activity	78	3	1.09	0.09436
GO:0000478	endonucleolytic cleavage involved in rRN...	38	2	0.53	0.09808
GO:0010015	root morphogenesis	38	2	0.53	0.09808
GO:0030198	extracellular matrix organization	38	2	0.53	0.09808
GO:0048814	regulation of dendrite morphogenesis	38	2	0.53	0.09808
GO:0009069	serine family amino acid metabolic proce...	39	2	0.55	0.10249
GO:0044088	regulation of vacuole organization	39	2	0.55	0.10249
GO:0044249	cellular biosynthetic process	1521	26	21.29	0.10278
GO:0070972	protein localization to endoplasmic reti...	81	3	1.13	0.10286
GO:0022613	ribonucleoprotein complex biogenesis	347	8	4.86	0.10510
GO:0000491	small nucleolar ribonucleoprotein comple...	8	1	0.11	0.10675
GO:0001731	formation of translation preinitiation c...	8	1	0.11	0.10675
GO:0006265	DNA topological change	8	1	0.11	0.10675
GO:0007231	osmosensory signaling pathway	8	1	0.11	0.10675
GO:0007622	rhythmic behavior	8	1	0.11	0.10675
GO:0009164	nucleoside catabolic process	8	1	0.11	0.10675
GO:0031038	myosin II filament organization	8	1	0.11	0.10675
GO:0042362	fat-soluble vitamin biosynthetic process	8	1	0.11	0.10675
GO:0046040	IMP metabolic process	8	1	0.11	0.10675
GO:0046498	S-adenosylhomocysteine metabolic process	8	1	0.11	0.10675
GO:0046500	S-adenosylmethionine metabolic process	8	1	0.11	0.10675
GO:0048512	circadian behavior	8	1	0.11	0.10675
GO:2000648	positive regulation of stem cell prolife...	8	1	0.11	0.10675
GO:0042743	hydrogen peroxide metabolic process	40	2	0.56	0.10695
GO:0051646	mitochondrion localization	40	2	0.56	0.10695
GO:0017144	drug metabolic process	293	7	4.1	0.10986
GO:1901700	response to oxygen-containing compound	470	10	6.58	0.11063
GO:0007528	neuromuscular junction development	41	2	0.57	0.11147
GO:0015698	inorganic anion transport	41	2	0.57	0.11147
GO:0031589	cell-substrate adhesion	41	2	0.57	0.11147
GO:0036465	synaptic vesicle recycling	41	2	0.57	0.11147
GO:0006611	protein export from nucleus	84	3	1.18	0.11165
GO:0006575	cellular modified amino acid metabolic p...	85	3	1.19	0.11465
GO:0051168	nuclear export	85	3	1.19	0.11465
GO:0050807	regulation of synapse organization	42	2	0.59	0.11604
GO:0009150	purine ribonucleotide metabolic process	187	5	2.62	0.11759
GO:0006417	regulation of translation	135	4	1.89	0.11803
GO:0000395	mRNA 5'-splice site recognition	9	1	0.13	0.11928
GO:0002679	respiratory burst involved in defense re...	9	1	0.13	0.11928
GO:0006544	glycine metabolic process	9	1	0.13	0.11928
GO:0045730	respiratory burst	9	1	0.13	0.11928
GO:0046654	tetrahydrofolate biosynthetic process	9	1	0.13	0.11928
GO:0070670	response to interleukin-4	9	1	0.13	0.11928
GO:0071353	cellular response to interleukin-4	9	1	0.13	0.11928
GO:1903779	regulation of cardiac conduction	9	1	0.13	0.11928
GO:0034660	ncRNA metabolic process	359	8	5.02	0.12183
GO:0009058	biosynthetic process	1547	26	21.65	0.12387
GO:0007411	axon guidance	44	2	0.62	0.12531
GO:0048489	synaptic vesicle transport	44	2	0.62	0.12531
GO:0097479	synaptic vesicle localization	44	2	0.62	0.12531
