GO.ID	Term	Annotated	Significant	Expected	classic
GO:0030684	preribosome	121	106	29.41	< 1e-30
GO:0044445	cytosolic part	173	114	42.05	< 1e-30
GO:0022626	cytosolic ribosome	115	87	27.95	< 1e-30
GO:1990904	ribonucleoprotein complex	470	221	114.24	< 1e-30
GO:0005730	nucleolus	407	194	98.93	2.3e-28
GO:0005840	ribosome	145	96	35.24	8.0e-28
GO:0030686	90S preribosome	61	54	14.83	1.2e-26
GO:0044391	ribosomal subunit	110	77	26.74	8.5e-25
GO:0042788	polysomal ribosome	50	45	12.15	5.1e-23
GO:0005844	polysome	70	55	17.01	5.9e-22
GO:0032040	small-subunit processome	40	38	9.72	1.1e-21
GO:0030687	preribosome, large subunit precursor	51	43	12.4	1.3e-19
GO:0022625	cytosolic large ribosomal subunit	57	46	13.85	2.2e-19
GO:0022627	cytosolic small ribosomal subunit	36	32	8.75	2.8e-16
GO:0015934	large ribosomal subunit	69	46	16.77	6.4e-14
GO:0015935	small ribosomal subunit	42	32	10.21	1.5e-12
GO:0043228	non-membrane-bounded organelle	1050	333	255.22	1.5e-11
GO:0043232	intracellular non-membrane-bounded organ...	1050	333	255.22	1.5e-11
GO:0005829	cytosol	1286	393	312.58	1.8e-11
GO:0031981	nuclear lumen	1030	322	250.35	3.7e-10
GO:0044452	nucleolar part	73	42	17.74	8.7e-10
GO:0098554	cytoplasmic side of endoplasmic reticulu...	16	15	3.89	6.9e-09
GO:0098556	cytoplasmic side of rough endoplasmic re...	16	15	3.89	6.9e-09
GO:0030867	rough endoplasmic reticulum membrane	23	18	5.59	7.1e-08
GO:0000502	proteasome complex	59	33	14.34	1.5e-07
GO:1905369	endopeptidase complex	59	33	14.34	1.5e-07
GO:0044428	nuclear part	1115	331	271.01	2.1e-07
GO:0005791	rough endoplasmic reticulum	31	21	7.53	3.5e-07
GO:0005634	nucleus	1516	428	368.48	7.4e-07
GO:0031974	membrane-enclosed lumen	1237	357	300.67	1.6e-06
GO:0043233	organelle lumen	1237	357	300.67	1.6e-06
GO:0070013	intracellular organelle lumen	1237	357	300.67	1.6e-06
GO:1905368	peptidase complex	67	34	16.29	2.1e-06
GO:0030688	preribosome, small subunit precursor	9	9	2.19	2.9e-06
GO:0005732	small nucleolar ribonucleoprotein comple...	23	16	5.59	5.5e-06
GO:0031597	cytosolic proteasome complex	30	19	7.29	5.9e-06
GO:0032991	protein-containing complex	1417	395	344.42	2.0e-05
GO:0034515	proteasome storage granule	25	16	6.08	2.7e-05
GO:0070993	translation preinitiation complex	13	10	3.16	9.4e-05
GO:0005852	eukaryotic translation initiation factor...	11	9	2.67	9.7e-05
GO:0016282	eukaryotic 43S preinitiation complex	11	9	2.67	9.7e-05
GO:0005654	nucleoplasm	756	223	183.75	0.00011
GO:0009506	plasmodesma	128	50	31.11	0.00011
GO:0055044	symplast	128	50	31.11	0.00011
GO:0034388	Pwp2p-containing subcomplex of 90S preri...	6	6	1.46	0.00020
GO:0019773	proteasome core complex, alpha-subunit c...	8	7	1.94	0.00031
GO:0005839	proteasome core complex	22	13	5.35	0.00050
GO:0030689	Noc complex	5	5	1.22	0.00084
GO:0031428	box C/D snoRNP complex	5	5	1.22	0.00084
GO:0043614	multi-eIF complex	7	6	1.7	0.00113
GO:0071541	eukaryotic translation initiation factor...	7	6	1.7	0.00113
GO:0005838	proteasome regulatory particle	14	9	3.4	0.00170
GO:0022624	proteasome accessory complex	14	9	3.4	0.00170
GO:0005911	cell-cell junction	142	50	34.51	0.00189
GO:1990111	spermatoproteasome complex	4	4	0.97	0.00347
