GO.ID	Term	Annotated	Significant	Expected	classic
GO:0005811	lipid droplet	42	7	0.9	2.3e-05
GO:0010007	magnesium chelatase complex	4	2	0.09	0.0027
GO:0000786	nucleosome	14	3	0.3	0.0029
GO:0000788	nuclear nucleosome	5	2	0.11	0.0044
GO:0005739	mitochondrion	670	24	14.4	0.0049
GO:0044815	DNA packaging complex	21	3	0.45	0.0096
GO:0005887	integral component of plasma membrane	66	5	1.42	0.0128
GO:0031226	intrinsic component of plasma membrane	74	5	1.59	0.0203
GO:0044444	cytoplasmic part	2442	60	52.47	0.0205
GO:0034423	autophagosome lumen	1	1	0.02	0.0215
GO:0097440	apical dendrite	1	1	0.02	0.0215
GO:0097441	basal dendrite	1	1	0.02	0.0215
GO:0000942	condensed nuclear chromosome outer kinet...	2	1	0.04	0.0425
GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (l...	2	1	0.04	0.0425
GO:0031262	Ndc80 complex	2	1	0.04	0.0425
GO:0031617	NMS complex	2	1	0.04	0.0425
GO:0072379	ER membrane insertion complex	2	1	0.04	0.0425
GO:0072380	TRC complex	2	1	0.04	0.0425
GO:0032993	protein-DNA complex	62	4	1.33	0.0428
GO:1990730	VCP-NSFL1C complex	16	2	0.34	0.0450
GO:0005775	vacuolar lumen	17	2	0.37	0.0503
GO:0031298	replication fork protection complex	17	2	0.37	0.0503
GO:0036513	Derlin-1 retrotranslocation complex	17	2	0.37	0.0503
GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	18	2	0.39	0.0558
GO:0000837	Doa10p ubiquitin ligase complex	3	1	0.06	0.0631
GO:0000940	condensed chromosome outer kinetochore	3	1	0.06	0.0631
GO:0005638	lamin filament	3	1	0.06	0.0631
GO:0016006	Nebenkern	3	1	0.06	0.0631
GO:0031526	brush border membrane	3	1	0.06	0.0631
GO:0033162	melanosome membrane	3	1	0.06	0.0631
GO:0036063	acroblast	3	1	0.06	0.0631
GO:0036266	Cdc48p-Npl4p-Vms1p AAA ATPase complex	3	1	0.06	0.0631
GO:0045009	chitosome	3	1	0.06	0.0631
