GO.ID	Term	Annotated	Significant	Expected	classic
GO:0005694	chromosome	358	120	69.87	1.9e-11
GO:0044427	chromosomal part	300	103	58.55	1.4e-10
GO:0043596	nuclear replication fork	50	28	9.76	9.0e-09
GO:0005657	replication fork	57	30	11.13	1.8e-08
GO:0000228	nuclear chromosome	240	82	46.84	1.9e-08
GO:0044454	nuclear chromosome part	210	73	40.99	5.5e-08
GO:0000793	condensed chromosome	74	33	14.44	6.0e-07
GO:0000775	chromosome, centromeric region	69	31	13.47	1.1e-06
GO:0000785	chromatin	206	68	40.21	1.5e-06
GO:0030894	replisome	16	12	3.12	2.3e-06
GO:0043601	nuclear replisome	14	11	2.73	3.0e-06
GO:0005819	spindle	76	32	14.83	4.1e-06
GO:0000794	condensed nuclear chromosome	51	24	9.95	6.8e-06
GO:0000796	condensin complex	7	7	1.37	1.1e-05
GO:0005658	alpha DNA polymerase:primase complex	7	7	1.37	1.1e-05
GO:0098687	chromosomal region	107	39	20.88	2.4e-05
GO:0000790	nuclear chromatin	169	55	32.99	2.6e-05
GO:0034357	photosynthetic membrane	65	27	12.69	3.2e-05
GO:0042651	thylakoid membrane	65	27	12.69	3.2e-05
GO:0000776	kinetochore	37	18	7.22	5.7e-05
GO:0044815	DNA packaging complex	21	12	4.1	0.00014
GO:0005876	spindle microtubule	19	11	3.71	0.00024
GO:0000799	nuclear condensin complex	5	5	0.98	0.00028
GO:0042555	MCM complex	7	6	1.37	0.00032
GO:0032993	protein-DNA complex	62	24	12.1	0.00032
GO:0044436	thylakoid part	73	27	14.25	0.00033
GO:0072686	mitotic spindle	32	15	6.25	0.00040
GO:0009535	chloroplast thylakoid membrane	54	21	10.54	0.00070
GO:0051233	spindle midzone	21	11	4.1	0.00075
GO:0055035	plastid thylakoid membrane	55	21	10.73	0.00093
GO:0009534	chloroplast thylakoid	85	29	16.59	0.00095
GO:0005818	aster	8	6	1.56	0.00106
GO:0044732	mitotic spindle pole body	8	6	1.56	0.00106
GO:0031976	plastid thylakoid	86	29	16.79	0.00117
GO:0072687	meiotic spindle	6	5	1.17	0.00141
GO:0000347	THO complex	4	4	0.78	0.00144
