GO.ID	Term	Annotated	Significant	Expected	classic
GO:0042254	ribosome biogenesis	262	191	67.07	< 1e-30
GO:0006364	rRNA processing	200	148	51.2	< 1e-30
GO:0022613	ribonucleoprotein complex biogenesis	347	209	88.83	< 1e-30
GO:0016072	rRNA metabolic process	222	155	56.83	< 1e-30
GO:0034660	ncRNA metabolic process	359	212	91.9	< 1e-30
GO:0034470	ncRNA processing	274	177	70.14	< 1e-30
GO:0002181	cytoplasmic translation	145	104	37.12	< 1e-30
GO:0042274	ribosomal small subunit biogenesis	107	84	27.39	< 1e-30
GO:0006412	translation	309	163	79.1	4.0e-27
GO:0043043	peptide biosynthetic process	326	168	83.45	1.9e-26
GO:0006396	RNA processing	448	210	114.68	3.8e-26
GO:0000462	maturation of SSU-rRNA from tricistronic...	69	58	17.66	9.3e-25
GO:0030490	maturation of SSU-rRNA	81	64	20.73	2.6e-24
GO:0006614	SRP-dependent cotranslational protein ta...	61	53	15.62	4.0e-24
GO:0006613	cotranslational protein targeting to mem...	63	54	16.13	5.9e-24
GO:0006413	translational initiation	115	80	29.44	7.7e-24
GO:0006518	peptide metabolic process	368	176	94.2	7.9e-23
GO:0000184	nuclear-transcribed mRNA catabolic proce...	77	60	19.71	2.9e-22
GO:0042273	ribosomal large subunit biogenesis	74	58	18.94	8.7e-22
GO:0000460	maturation of 5.8S rRNA	60	50	15.36	4.0e-21
GO:0043604	amide biosynthetic process	385	178	98.56	5.4e-21
GO:0045047	protein targeting to ER	74	57	18.94	9.3e-21
GO:0000469	cleavage involved in rRNA processing	51	44	13.06	6.5e-20
GO:0072599	establishment of protein localization to...	76	57	19.46	9.0e-20
GO:0010467	gene expression	1148	401	293.87	3.2e-19
GO:0000466	maturation of 5.8S rRNA from tricistroni...	55	45	14.08	1.8e-18
GO:0070972	protein localization to endoplasmic reti...	81	58	20.73	1.8e-18
GO:0000478	endonucleolytic cleavage involved in rRN...	38	35	9.73	4.1e-18
GO:0000479	endonucleolytic cleavage of tricistronic...	36	33	9.22	5.7e-17
GO:0016070	RNA metabolic process	971	344	248.56	1.1e-16
GO:0042255	ribosome assembly	56	43	14.34	8.2e-16
GO:0043603	cellular amide metabolic process	466	191	119.29	2.0e-15
GO:0034641	cellular nitrogen compound metabolic pro...	1691	527	432.87	1.2e-14
GO:1901566	organonitrogen compound biosynthetic pro...	770	278	197.11	5.3e-14
GO:0006612	protein targeting to membrane	89	56	22.78	5.6e-14
GO:0000447	endonucleolytic cleavage in ITS1 to sepa...	28	26	7.17	6.6e-14
GO:0090150	establishment of protein localization to...	116	67	29.69	7.1e-14
GO:0000956	nuclear-transcribed mRNA catabolic proce...	119	68	30.46	9.5e-14
GO:0000470	maturation of LSU-rRNA	36	30	9.22	4.4e-13
GO:0006402	mRNA catabolic process	139	74	35.58	1.0e-12
GO:0006401	RNA catabolic process	158	79	40.45	1.2e-11
GO:0000967	rRNA 5'-end processing	24	22	6.14	1.2e-11
GO:0000472	endonucleolytic cleavage to generate mat...	21	20	5.38	2.0e-11
GO:0000966	RNA 5'-end processing	26	23	6.66	2.2e-11
GO:0034471	ncRNA 5'-end processing	26	23	6.66	2.2e-11
GO:0000028	ribosomal small subunit assembly	20	19	5.12	7.4e-11
