GO.ID	Term	Annotated	Significant	Expected	classic
GO:0003723	RNA binding	444	205	107.3	1.2e-28
GO:0003735	structural constituent of ribosome	104	77	25.13	1.0e-27
GO:0005198	structural molecule activity	148	86	35.77	1.2e-19
GO:0019843	rRNA binding	41	37	9.91	2.7e-19
GO:0003729	mRNA binding	174	88	42.05	6.4e-15
GO:0003676	nucleic acid binding	675	239	163.13	3.4e-14
GO:0030515	snoRNA binding	31	26	7.49	3.1e-12
GO:1901363	heterocyclic compound binding	995	314	240.46	2.9e-11
GO:0097159	organic cyclic compound binding	999	315	241.43	3.0e-11
GO:0140098	catalytic activity, acting on RNA	235	88	56.79	1.5e-06
GO:0070180	large ribosomal subunit rRNA binding	7	7	1.69	4.7e-05
GO:0048027	mRNA 5'-UTR binding	9	8	2.18	8.0e-05
GO:0008097	5S rRNA binding	6	6	1.45	0.00020
GO:0033592	RNA strand annealing activity	6	6	1.45	0.00020
GO:0004004	ATP-dependent RNA helicase activity	66	29	15.95	0.00029
GO:0008186	RNA-dependent ATPase activity	66	29	15.95	0.00029
GO:0140101	catalytic activity, acting on a tRNA	58	26	14.02	0.00040
GO:0008173	RNA methyltransferase activity	27	15	6.53	0.00043
GO:0043021	ribonucleoprotein complex binding	79	32	19.09	0.00083
GO:0008135	translation factor activity, RNA binding	70	29	16.92	0.00094
GO:0043022	ribosome binding	40	19	9.67	0.00102
GO:0003924	GTPase activity	58	25	14.02	0.00106
GO:0070181	small ribosomal subunit rRNA binding	7	6	1.69	0.00109
GO:0003724	RNA helicase activity	73	29	17.64	0.00205
GO:0008320	protein transmembrane transporter activi...	12	8	2.9	0.00216
GO:0015450	P-P-bond-hydrolysis-driven protein trans...	12	8	2.9	0.00216
GO:0022884	macromolecule transmembrane transporter ...	12	8	2.9	0.00216
GO:0004812	aminoacyl-tRNA ligase activity	31	15	7.49	0.00275
GO:0016875	ligase activity, forming carbon-oxygen b...	31	15	7.49	0.00275
GO:1904680	peptide transmembrane transporter activi...	15	9	3.63	0.00319
GO:0042134	rRNA primary transcript binding	4	4	0.97	0.00339
GO:1990948	ubiquitin ligase inhibitor activity	4	4	0.97	0.00339
GO:0016884	carbon-nitrogen ligase activity, with gl...	8	6	1.93	0.00347
GO:0034511	U3 snoRNA binding	6	5	1.45	0.00391
GO:0008649	rRNA methyltransferase activity	13	8	3.14	0.00443
GO:0140102	catalytic activity, acting on a rRNA	13	8	3.14	0.00443
GO:0003743	translation initiation factor activity	42	18	10.15	0.00560
GO:0003725	double-stranded RNA binding	16	9	3.87	0.00575
GO:0016741	transferase activity, transferring one-c...	92	33	22.23	0.00708
GO:0016504	peptidase activator activity	28	13	6.77	0.00808
GO:0008026	ATP-dependent helicase activity	90	32	21.75	0.00919
GO:0070035	purine NTP-dependent helicase activity	90	32	21.75	0.00919
GO:0043295	glutathione binding	7	5	1.69	0.01097
GO:1900750	oligopeptide binding	7	5	1.69	0.01097
GO:0061134	peptidase regulator activity	29	13	7.01	0.01149
GO:0003746	translation elongation factor activity	12	7	2.9	0.01161
GO:0016433	rRNA (adenine) methyltransferase activit...	5	4	1.21	0.01368
GO:0016594	glycine binding	5	4	1.21	0.01368
GO:0055105	ubiquitin-protein transferase inhibitor ...	5	4	1.21	0.01368
GO:0004151	dihydroorotase activity	3	3	0.73	0.01407
GO:0004363	glutathione synthase activity	3	3	0.73	0.01407
GO:0030283	testosterone dehydrogenase [NAD(P)] acti...	3	3	0.73	0.01407
GO:0030946	protein tyrosine phosphatase activity, m...	3	3	0.73	0.01407
GO:1990932	5.8S rRNA binding	3	3	0.73	0.01407
GO:0016874	ligase activity	93	32	22.48	0.01548
GO:0043531	ADP binding	27	12	6.53	0.01619
GO:1901505	carbohydrate derivative transmembrane tr...	22	10	5.32	0.02309
GO:0008168	methyltransferase activity	85	29	20.54	0.02321
GO:0043024	ribosomal small subunit binding	11	6	2.66	0.02902
GO:0097617	annealing activity	11	6	2.66	0.02902
GO:0051082	unfolded protein binding	52	19	12.57	0.03002
GO:0004386	helicase activity	101	33	24.41	0.03065
GO:0015932	nucleobase-containing compound transmemb...	26	11	6.28	0.03118
GO:0035800	deubiquitinase activator activity	17	8	4.11	0.03289
GO:0031369	translation initiation factor binding	20	9	4.83	0.03290
GO:0019838	growth factor binding	6	4	1.45	0.03323
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate tr...	6	4	1.45	0.03323
GO:0008446	GDP-mannose 4,6-dehydratase activity	4	3	0.97	0.04611
GO:0036402	proteasome-activating ATPase activity	4	3	0.97	0.04611
GO:0070401	NADP+ binding	4	3	0.97	0.04611
GO:0000295	adenine nucleotide transmembrane transpo...	12	6	2.9	0.04643
GO:0005346	purine ribonucleotide transmembrane tran...	12	6	2.9	0.04643
GO:0016879	ligase activity, forming carbon-nitrogen...	34	13	8.22	0.04693
GO:0036435	K48-linked polyubiquitin modification-de...	18	8	4.35	0.04701
GO:0072341	modified amino acid binding	18	8	4.35	0.04701
GO:0051879	Hsp90 protein binding	15	7	3.63	0.04752
GO:0005488	binding	1929	485	466.18	0.04953
GO:0016829	lyase activity	101	32	24.41	0.04968
GO:0008757	S-adenosylmethionine-dependent methyltra...	69	23	16.68	0.05219
GO:0000822	inositol hexakisphosphate binding	2	2	0.48	0.05834
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase ac...	2	2	0.48	0.05834
GO:0004070	aspartate carbamoyltransferase activity	2	2	0.48	0.05834
GO:0004087	carbamoyl-phosphate synthase (ammonia) a...	2	2	0.48	0.05834
GO:0004088	carbamoyl-phosphate synthase (glutamine-...	2	2	0.48	0.05834
GO:0004476	mannose-6-phosphate isomerase activity	2	2	0.48	0.05834
GO:0004487	methylenetetrahydrofolate dehydrogenase ...	2	2	0.48	0.05834
GO:0004638	phosphoribosylaminoimidazole carboxylase...	2	2	0.48	0.05834
GO:0004823	leucine-tRNA ligase activity	2	2	0.48	0.05834
GO:0008174	mRNA methyltransferase activity	2	2	0.48	0.05834
GO:0008460	dTDP-glucose 4,6-dehydratase activity	2	2	0.48	0.05834
GO:0009917	sterol 5-alpha reductase activity	2	2	0.48	0.05834
GO:0016300	tRNA (uracil) methyltransferase activity	2	2	0.48	0.05834
GO:0016595	glutamate binding	2	2	0.48	0.05834
