GO.ID	Term	Annotated	Significant	Expected	classic
GO:0044434	chloroplast part	265	51	14.07	1.2e-17
GO:0044435	plastid part	270	51	14.34	2.9e-17
GO:0009570	chloroplast stroma	177	41	9.4	3.9e-17
GO:0009532	plastid stroma	178	41	9.45	4.9e-17
GO:0009507	chloroplast	436	61	23.15	3.6e-14
GO:0009536	plastid	447	61	23.74	1.2e-13
GO:0009579	thylakoid	111	27	5.89	5.5e-12
GO:0009534	chloroplast thylakoid	85	19	4.51	4.5e-08
GO:0009526	plastid envelope	142	25	7.54	5.0e-08
GO:0031976	plastid thylakoid	86	19	4.57	5.5e-08
GO:0009941	chloroplast envelope	134	24	7.12	6.8e-08
GO:0034357	photosynthetic membrane	65	15	3.45	8.3e-07
GO:0042651	thylakoid membrane	65	15	3.45	8.3e-07
GO:0044436	thylakoid part	73	15	3.88	4.0e-06
GO:0009535	chloroplast thylakoid membrane	54	12	2.87	1.7e-05
GO:0055035	plastid thylakoid membrane	55	12	2.92	2.0e-05
GO:0044444	cytoplasmic part	2442	151	129.67	3.2e-05
GO:0005739	mitochondrion	670	57	35.58	6.1e-05
GO:0031967	organelle envelope	462	41	24.53	0.00039
GO:0031975	envelope	462	41	24.53	0.00039
GO:0005835	fatty acid synthase complex	2	2	0.11	0.00280
GO:0005737	cytoplasm	2738	158	145.39	0.00305
GO:0016020	membrane	1367	90	72.59	0.00389
GO:0030446	hyphal cell wall	7	3	0.37	0.00440
GO:0098807	chloroplast thylakoid membrane protein c...	3	2	0.16	0.00812
GO:0031253	cell projection membrane	35	6	1.86	0.00921
GO:0005759	mitochondrial matrix	174	17	9.24	0.00965
GO:0031256	leading edge membrane	26	5	1.38	0.01054
GO:0031258	lamellipodium membrane	18	4	0.96	0.01308
GO:0031527	filopodium membrane	18	4	0.96	0.01308
GO:0005749	mitochondrial respiratory chain complex ...	4	2	0.21	0.01567
GO:0010007	magnesium chelatase complex	4	2	0.21	0.01567
GO:0020015	glycosome	4	2	0.21	0.01567
GO:0045257	succinate dehydrogenase complex (ubiquin...	4	2	0.21	0.01567
GO:0045281	succinate dehydrogenase complex	4	2	0.21	0.01567
GO:0045283	fumarate reductase complex	4	2	0.21	0.01567
GO:0042645	mitochondrial nucleoid	19	4	1.01	0.01589
GO:0009295	nucleoid	29	5	1.54	0.01674
GO:0030027	lamellipodium	29	5	1.54	0.01674
GO:0009533	chloroplast stromal thylakoid	11	3	0.58	0.01770
GO:0045273	respiratory chain complex II	5	2	0.27	0.02521
GO:0009277	fungal-type cell wall	13	3	0.69	0.02838
GO:0030175	filopodium	23	4	1.22	0.03079
GO:0031984	organelle subcompartment	471	34	25.01	0.03324
GO:0009706	chloroplast inner membrane	14	3	0.74	0.03474
GO:0009897	external side of plasma membrane	24	4	1.27	0.03546
GO:0009528	plastid inner membrane	15	3	0.8	0.04177
GO:0000311	plastid large ribosomal subunit	1	1	0.05	0.05310
GO:0005662	DNA replication factor A complex	1	1	0.05	0.05310
GO:0005704	polytene chromosome band	1	1	0.05	0.05310
GO:0005713	recombination nodule	1	1	0.05	0.05310
GO:0005715	late recombination nodule	1	1	0.05	0.05310
GO:0009337	sulfite reductase complex (NADPH)	1	1	0.05	0.05310
GO:0009544	chloroplast ATP synthase complex	1	1	0.05	0.05310
GO:0031302	intrinsic component of endosome membrane	1	1	0.05	0.05310
GO:0031303	integral component of endosome membrane	1	1	0.05	0.05310
GO:0033203	DNA helicase A complex	1	1	0.05	0.05310
GO:0035012	polytene chromosome, telomeric region	1	1	0.05	0.05310
GO:0043159	acrosomal matrix	1	1	0.05	0.05310
GO:0070725	Yb body	1	1	0.05	0.05310
GO:0097587	MutLgamma complex	1	1	0.05	0.05310
GO:0120097	glycosylphosphatidylinositol-mannosyltra...	1	1	0.05	0.05310
GO:0005618	cell wall	65	7	3.45	0.05460
GO:0005886	plasma membrane	627	42	33.29	0.05476
GO:0010287	plastoglobule	17	3	0.9	0.05779
GO:0098858	actin-based cell projection	28	4	1.49	0.05804
GO:0030312	external encapsulating structure	66	7	3.5	0.05846
GO:0044429	mitochondrial part	361	26	19.17	0.06177
GO:0009986	cell surface	67	7	3.56	0.06249
GO:0098552	side of membrane	67	7	3.56	0.06249
GO:0033202	DNA helicase complex	8	2	0.42	0.06355
GO:0031969	chloroplast membrane	29	4	1.54	0.06465
GO:0043227	membrane-bounded organelle	2680	150	142.31	0.06712
GO:0071944	cell periphery	690	45	36.64	0.06876
GO:0042170	plastid membrane	30	4	1.59	0.07163
GO:0010319	stromule	9	2	0.48	0.07892
GO:0044459	plasma membrane part	228	17	12.11	0.09332
GO:0101002	ficolin-1-rich granule	33	4	1.75	0.09477
GO:0031252	cell leading edge	47	5	2.5	0.10122
GO:0005712	chiasma	2	1	0.11	0.10340
GO:0009330	DNA topoisomerase complex (ATP-hydrolyzi...	2	1	0.11	0.10340
GO:0009353	mitochondrial oxoglutarate dehydrogenase...	2	1	0.11	0.10340
GO:0009521	photosystem	2	1	0.11	0.10340
GO:0009522	photosystem I	2	1	0.11	0.10340
GO:0009782	photosystem I antenna complex	2	1	0.11	0.10340
GO:0032389	MutLalpha complex	2	1	0.11	0.10340
GO:0035658	Mon1-Ccz1 complex	2	1	0.11	0.10340
GO:0045252	oxoglutarate dehydrogenase complex	2	1	0.11	0.10340
GO:0097249	mitochondrial respiratory chain supercom...	2	1	0.11	0.10340
GO:0098590	plasma membrane region	106	9	5.63	0.10746
GO:0043209	myelin sheath	49	5	2.6	0.11581
GO:0043231	intracellular membrane-bounded organelle	2608	145	138.48	0.11824
GO:0048046	apoplast	50	5	2.66	0.12347
GO:0005887	integral component of plasma membrane	66	6	3.5	0.13541
GO:1904813	ficolin-1-rich granule lumen	25	3	1.33	0.14419
GO:0000506	glycosylphosphatidylinositol-N-acetylglu...	3	1	0.16	0.15103
GO:0005701	polytene chromosome chromocenter	3	1	0.16	0.15103
GO:0005880	nuclear microtubule	3	1	0.16	0.15103
GO:0005960	glycine cleavage complex	3	1	0.16	0.15103
GO:0005967	mitochondrial pyruvate dehydrogenase com...	3	1	0.16	0.15103
GO:0009547	plastid ribosome	3	1	0.16	0.15103
GO:0016590	ACF complex	3	1	0.16	0.15103
GO:0031501	mannosyltransferase complex	3	1	0.16	0.15103
GO:0034992	microtubule organizing center attachment...	3	1	0.16	0.15103
GO:0034993	meiotic nuclear membrane microtubule tet...	3	1	0.16	0.15103
GO:0097224	sperm connecting piece	3	1	0.16	0.15103
GO:0106083	nuclear membrane protein complex	3	1	0.16	0.15103
GO:0106094	nuclear membrane microtubule tethering c...	3	1	0.16	0.15103
GO:0043229	intracellular organelle	2786	153	147.94	0.15519
GO:0000795	synaptonemal complex	15	2	0.8	0.18760
GO:0099086	synaptonemal structure	15	2	0.8	0.18760
GO:0019866	organelle inner membrane	187	13	9.93	0.19048
GO:0044424	intracellular part	3111	168	165.19	0.19590
GO:0005784	Sec61 translocon complex	4	1	0.21	0.19616
GO:0005879	axonemal microtubule	4	1	0.21	0.19616
GO:0005947	mitochondrial alpha-ketoglutarate dehydr...	4	1	0.21	0.19616
