GO.ID	Term	Annotated	Significant	Expected	classic
GO:0016579	protein deubiquitination	68	16	3.17	4.1e-08
GO:0070646	protein modification by small protein re...	82	17	3.83	1.1e-07
GO:0062033	positive regulation of mitotic sister ch...	40	12	1.87	1.2e-07
GO:0032434	regulation of proteasomal ubiquitin-depe...	83	17	3.87	1.4e-07
GO:1901800	positive regulation of proteasomal prote...	75	16	3.5	1.8e-07
GO:1903052	positive regulation of proteolysis invol...	75	16	3.5	1.8e-07
GO:1903364	positive regulation of cellular protein ...	75	16	3.5	1.8e-07
GO:0032436	positive regulation of proteasomal ubiqu...	68	15	3.17	2.8e-07
GO:0061136	regulation of proteasomal protein catabo...	99	18	4.62	3.9e-07
GO:2000060	positive regulation of ubiquitin-depende...	70	15	3.27	4.2e-07
GO:2000058	regulation of ubiquitin-dependent protei...	92	17	4.29	6.6e-07
GO:0045840	positive regulation of mitotic nuclear d...	46	12	2.15	6.8e-07
GO:0051984	positive regulation of chromosome segreg...	48	12	2.24	1.1e-06
GO:1903050	regulation of proteolysis involved in ce...	106	18	4.95	1.1e-06
GO:1903362	regulation of cellular protein catabolic...	106	18	4.95	1.1e-06
GO:0045732	positive regulation of protein catabolic...	86	16	4.01	1.3e-06
GO:0031331	positive regulation of cellular cataboli...	120	19	5.6	1.7e-06
GO:0051785	positive regulation of nuclear division	50	12	2.33	1.8e-06
GO:0009896	positive regulation of catabolic process	130	19	6.07	5.8e-06
GO:0033047	regulation of mitotic sister chromatid s...	75	14	3.5	6.0e-06
GO:0043161	proteasome-mediated ubiquitin-dependent ...	182	23	8.49	7.1e-06
GO:0042176	regulation of protein catabolic process	122	18	5.69	9.1e-06
GO:0044572	[4Fe-4S] cluster assembly	8	5	0.37	1.0e-05
GO:0006511	ubiquitin-dependent protein catabolic pr...	218	25	10.17	1.6e-05
GO:0019941	modification-dependent protein catabolic...	220	25	10.26	1.9e-05
GO:1902882	regulation of response to oxidative stre...	27	8	1.26	1.9e-05
GO:0033045	regulation of sister chromatid segregati...	83	14	3.87	2.0e-05
GO:0046173	polyol biosynthetic process	14	6	0.65	2.1e-05
GO:0010498	proteasomal protein catabolic process	194	23	9.05	2.1e-05
GO:0034093	positive regulation of maintenance of si...	5	4	0.23	2.2e-05
GO:0034184	positive regulation of maintenance of mi...	5	4	0.23	2.2e-05
GO:0051572	negative regulation of histone H3-K4 met...	5	4	0.23	2.2e-05
GO:0061086	negative regulation of histone H3-K27 me...	5	4	0.23	2.2e-05
GO:0071169	establishment of protein localization to...	5	4	0.23	2.2e-05
GO:1901837	negative regulation of transcription of ...	5	4	0.23	2.2e-05
GO:1904815	negative regulation of protein localizat...	5	4	0.23	2.2e-05
GO:2001252	positive regulation of chromosome organi...	95	15	4.43	2.3e-05
GO:0051603	proteolysis involved in cellular protein...	242	26	11.29	3.4e-05
GO:0030163	protein catabolic process	287	29	13.39	3.6e-05
GO:0070536	protein K63-linked deubiquitination	22	7	1.03	4.0e-05
GO:0051983	regulation of chromosome segregation	88	14	4.11	4.1e-05
GO:0043632	modification-dependent macromolecule cat...	231	25	10.78	4.3e-05
GO:1901565	organonitrogen compound catabolic proces...	389	35	18.15	6.1e-05
GO:0031061	negative regulation of histone methylati...	6	4	0.28	6.4e-05
GO:0033128	negative regulation of histone phosphory...	6	4	0.28	6.4e-05
GO:0043687	post-translational protein modification	60	11	2.8	7.5e-05
GO:0031329	regulation of cellular catabolic process	254	26	11.85	7.9e-05
GO:0044257	cellular protein catabolic process	256	26	11.94	9.0e-05
GO:0045862	positive regulation of proteolysis	122	16	5.69	0.00013
GO:0016479	negative regulation of transcription by ...	7	4	0.33	0.00014
GO:0030858	positive regulation of epithelial cell d...	7	4	0.33	0.00014
GO:0033127	regulation of histone phosphorylation	7	4	0.33	0.00014
GO:0034091	regulation of maintenance of sister chro...	7	4	0.33	0.00014
GO:0034182	regulation of maintenance of mitotic sis...	7	4	0.33	0.00014
GO:0045606	positive regulation of epidermal cell di...	7	4	0.33	0.00014
GO:0045616	regulation of keratinocyte differentiati...	7	4	0.33	0.00014
GO:0045618	positive regulation of keratinocyte diff...	7	4	0.33	0.00014
GO:0045684	positive regulation of epidermis develop...	7	4	0.33	0.00014
GO:0061085	regulation of histone H3-K27 methylation	7	4	0.33	0.00014
GO:0045842	positive regulation of mitotic metaphase...	35	8	1.63	0.00015
GO:1901970	positive regulation of mitotic sister ch...	35	8	1.63	0.00015
GO:1901836	regulation of transcription of nucleolar...	13	5	0.61	0.00020
GO:0051306	mitotic sister chromatid separation	67	11	3.13	0.00021
GO:0009894	regulation of catabolic process	270	26	12.6	0.00022
GO:1902101	positive regulation of metaphase/anaphas...	37	8	1.73	0.00023
GO:1905820	positive regulation of chromosome separa...	37	8	1.73	0.00023
GO:0071218	cellular response to misfolded protein	29	7	1.35	0.00027
GO:0045876	positive regulation of sister chromatid ...	8	4	0.37	0.00028
GO:0030162	regulation of proteolysis	172	19	8.02	0.00030
GO:0045931	positive regulation of mitotic cell cycl...	94	13	4.39	0.00033
GO:0051788	response to misfolded protein	30	7	1.4	0.00034
