GO.ID	Term	Annotated	Significant	Expected	classic
GO:0003735	structural constituent of ribosome	104	81	23.84	< 1e-30
GO:0003723	RNA binding	444	205	101.77	< 1e-30
GO:0005198	structural molecule activity	148	85	33.92	1.3e-20
GO:0019843	rRNA binding	41	37	9.4	3.8e-20
GO:0003729	mRNA binding	174	91	39.88	2.8e-18
GO:0003676	nucleic acid binding	675	233	154.72	2.1e-15
GO:0030515	snoRNA binding	31	27	7.11	4.3e-14
GO:0140098	catalytic activity, acting on RNA	235	101	53.87	7.7e-13
GO:0097159	organic cyclic compound binding	999	290	228.99	1.7e-08
GO:1901363	heterocyclic compound binding	995	289	228.07	1.7e-08
GO:0140101	catalytic activity, acting on a tRNA	58	33	13.29	1.8e-08
GO:0004812	aminoacyl-tRNA ligase activity	31	21	7.11	1.2e-07
GO:0016875	ligase activity, forming carbon-oxygen b...	31	21	7.11	1.2e-07
GO:0008173	RNA methyltransferase activity	27	18	6.19	1.4e-06
GO:0008135	translation factor activity, RNA binding	70	34	16.05	1.7e-06
GO:0070180	large ribosomal subunit rRNA binding	7	7	1.6	3.2e-05
GO:0004004	ATP-dependent RNA helicase activity	66	30	15.13	3.7e-05
GO:0008186	RNA-dependent ATPase activity	66	30	15.13	3.7e-05
GO:0048027	mRNA 5'-UTR binding	9	8	2.06	5.3e-05
GO:0008649	rRNA methyltransferase activity	13	10	2.98	5.5e-05
GO:0140102	catalytic activity, acting on a rRNA	13	10	2.98	5.5e-05
GO:0003743	translation initiation factor activity	42	21	9.63	0.00010
GO:0008097	5S rRNA binding	6	6	1.38	0.00014
GO:0003724	RNA helicase activity	73	30	16.73	0.00035
GO:0043022	ribosome binding	40	19	9.17	0.00051
GO:0043021	ribonucleoprotein complex binding	79	31	18.11	0.00072
GO:0070181	small ribosomal subunit rRNA binding	7	6	1.6	0.00080
GO:0003924	GTPase activity	58	24	13.29	0.00119
GO:0003746	translation elongation factor activity	12	8	2.75	0.00149
GO:0016874	ligase activity	93	34	21.32	0.00176
GO:0042134	rRNA primary transcript binding	4	4	0.92	0.00274
GO:1990948	ubiquitin ligase inhibitor activity	4	4	0.92	0.00274
GO:0033592	RNA strand annealing activity	6	5	1.38	0.00304
GO:0034511	U3 snoRNA binding	6	5	1.38	0.00304
GO:0016861	intramolecular oxidoreductase activity, ...	13	8	2.98	0.00310
GO:0016741	transferase activity, transferring one-c...	92	32	21.09	0.00579
GO:0016835	carbon-oxygen lyase activity	29	13	6.65	0.00722
GO:0008320	protein transmembrane transporter activi...	12	7	2.75	0.00856
GO:0015450	P-P-bond-hydrolysis-driven protein trans...	12	7	2.75	0.00856
GO:0022884	macromolecule transmembrane transporter ...	12	7	2.75	0.00856
GO:0016836	hydro-lyase activity	24	11	5.5	0.01085
GO:0016433	rRNA (adenine) methyltransferase activit...	5	4	1.15	0.01121
GO:0046870	cadmium ion binding	5	4	1.15	0.01121
GO:0055105	ubiquitin-protein transferase inhibitor ...	5	4	1.15	0.01121
GO:0004151	dihydroorotase activity	3	3	0.69	0.01200
GO:0004418	hydroxymethylbilane synthase activity	3	3	0.69	0.01200
GO:0004819	glutamine-tRNA ligase activity	3	3	0.69	0.01200
GO:0004822	isoleucine-tRNA ligase activity	3	3	0.69	0.01200
GO:0004832	valine-tRNA ligase activity	3	3	0.69	0.01200
GO:0016149	translation release factor activity, cod...	3	3	0.69	0.01200
GO:0016435	rRNA (guanine) methyltransferase activit...	3	3	0.69	0.01200
GO:0016989	sigma factor antagonist activity	3	3	0.69	0.01200
GO:0030946	protein tyrosine phosphatase activity, m...	3	3	0.69	0.01200
GO:0034513	box H/ACA snoRNA binding	3	3	0.69	0.01200
GO:1990932	5.8S rRNA binding	3	3	0.69	0.01200
GO:0008175	tRNA methyltransferase activity	10	6	2.29	0.01266
GO:0031406	carboxylic acid binding	44	17	10.09	0.01336
GO:0043177	organic acid binding	44	17	10.09	0.01336
GO:0008026	ATP-dependent helicase activity	90	30	20.63	0.01435
GO:0070035	purine NTP-dependent helicase activity	90	30	20.63	0.01435
GO:0016829	lyase activity	101	33	23.15	0.01447
GO:0003725	double-stranded RNA binding	16	8	3.67	0.01599
GO:1901505	carbohydrate derivative transmembrane tr...	22	10	5.04	0.01602
GO:0016849	phosphorus-oxygen lyase activity	19	9	4.36	0.01626
GO:0016884	carbon-nitrogen ligase activity, with gl...	8	5	1.83	0.01871
GO:0008168	methyltransferase activity	85	28	19.48	0.02081
GO:0015932	nucleobase-containing compound transmemb...	26	11	5.96	0.02140
GO:0009975	cyclase activity	23	10	5.27	0.02267
GO:0031369	translation initiation factor binding	20	9	4.58	0.02369
GO:0004016	adenylate cyclase activity	14	7	3.21	0.02406
GO:0019838	growth factor binding	6	4	1.38	0.02754
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate tr...	6	4	1.38	0.02754
GO:0003785	actin monomer binding	9	5	2.06	0.03426
GO:0005525	GTP binding	59	20	13.52	0.03469
GO:0051879	Hsp90 protein binding	15	7	3.44	0.03640
GO:1904680	peptide transmembrane transporter activi...	15	7	3.44	0.03640
GO:0000295	adenine nucleotide transmembrane transpo...	12	6	2.75	0.03648
GO:0005346	purine ribonucleotide transmembrane tran...	12	6	2.75	0.03648
GO:0008446	GDP-mannose 4,6-dehydratase activity	4	3	0.92	0.03978
GO:0034512	box C/D snoRNA binding	4	3	0.92	0.03978
GO:0070401	NADP+ binding	4	3	0.92	0.03978
GO:0004386	helicase activity	101	31	23.15	0.04148
GO:0016860	intramolecular oxidoreductase activity	32	12	7.33	0.04429
GO:0001882	nucleoside binding	61	20	13.98	0.04866
GO:0001883	purine nucleoside binding	61	20	13.98	0.04866
GO:0019001	guanyl nucleotide binding	61	20	13.98	0.04866
GO:0032549	ribonucleoside binding	61	20	13.98	0.04866
GO:0032550	purine ribonucleoside binding	61	20	13.98	0.04866
GO:0032561	guanyl ribonucleotide binding	61	20	13.98	0.04866
GO:0004532	exoribonuclease activity	19	8	4.36	0.04886
GO:0003730	mRNA 3'-UTR binding	16	7	3.67	0.05228
GO:0000822	inositol hexakisphosphate binding	2	2	0.46	0.05248
GO:0001054	RNA polymerase I activity	2	2	0.46	0.05248
GO:0002161	aminoacyl-tRNA editing activity	2	2	0.46	0.05248
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase ac...	2	2	0.46	0.05248
GO:0004070	aspartate carbamoyltransferase activity	2	2	0.46	0.05248
GO:0004087	carbamoyl-phosphate synthase (ammonia) a...	2	2	0.46	0.05248
GO:0004088	carbamoyl-phosphate synthase (glutamine-...	2	2	0.46	0.05248
GO:0004476	mannose-6-phosphate isomerase activity	2	2	0.46	0.05248
GO:0004517	nitric-oxide synthase activity	2	2	0.46	0.05248
GO:0004638	phosphoribosylaminoimidazole carboxylase...	2	2	0.46	0.05248
GO:0004751	ribose-5-phosphate isomerase activity	2	2	0.46	0.05248
GO:0004821	histidine-tRNA ligase activity	2	2	0.46	0.05248
GO:0004823	leucine-tRNA ligase activity	2	2	0.46	0.05248
GO:0004826	phenylalanine-tRNA ligase activity	2	2	0.46	0.05248
GO:0008174	mRNA methyltransferase activity	2	2	0.46	0.05248
GO:0008460	dTDP-glucose 4,6-dehydratase activity	2	2	0.46	0.05248
GO:0009678	hydrogen-translocating pyrophosphatase a...	2	2	0.46	0.05248
GO:0009917	sterol 5-alpha reductase activity	2	2	0.46	0.05248
GO:0016166	phytoene dehydrogenase activity	2	2	0.46	0.05248
GO:0016300	tRNA (uracil) methyltransferase activity	2	2	0.46	0.05248
GO:0016595	glutamate binding	2	2	0.46	0.05248
GO:0016631	enoyl-[acyl-carrier-protein] reductase a...	2	2	0.46	0.05248
GO:0019215	intermediate filament binding	2	2	0.46	0.05248
GO:0033765	steroid dehydrogenase activity, acting o...	2	2	0.46	0.05248
GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase...	2	2	0.46	0.05248
GO:0071885	N-terminal protein N-methyltransferase a...	2	2	0.46	0.05248
GO:0016709	oxidoreductase activity, acting on paire...	7	4	1.6	0.05274
GO:0015216	purine nucleotide transmembrane transpor...	13	6	2.98	0.05496
GO:0051117	ATPase binding	33	12	7.56	0.05562
GO:0015605	organophosphate ester transmembrane tran...	20	8	4.58	0.06565
GO:0015215	nucleotide transmembrane transporter act...	17	7	3.9	0.07189
GO:0016628	oxidoreductase activity, acting on the C...	17	7	3.9	0.07189
GO:0004497	monooxygenase activity	14	6	3.21	0.07813
GO:0000026	alpha-1,2-mannosyltransferase activity	5	3	1.15	0.08265
GO:0043024	ribosomal small subunit binding	11	5	2.52	0.08365
GO:0071890	bicarbonate binding	11	5	2.52	0.08365
GO:0097617	annealing activity	11	5	2.52	0.08365
GO:0003727	single-stranded RNA binding	35	12	8.02	0.08374
GO:0005338	nucleotide-sugar transmembrane transport...	8	4	1.83	0.08677
GO:0008757	S-adenosylmethionine-dependent methyltra...	69	21	15.82	0.09008
GO:0030145	manganese ion binding	32	11	7.33	0.09401
GO:0016896	exoribonuclease activity, producing 5'-p...	18	7	4.13	0.09529
GO:0016597	amino acid binding	25	9	5.73	0.09667
GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	29	10	6.65	0.10574
GO:0033293	monocarboxylic acid binding	15	6	3.44	0.10594
GO:0045182	translation regulator activity	15	6	3.44	0.10594
GO:0000049	tRNA binding	26	9	5.96	0.11921
GO:0016627	oxidoreductase activity, acting on the C...	37	12	8.48	0.11938
GO:0034062	5'-3' RNA polymerase activity	30	10	6.88	0.12764
GO:0097747	RNA polymerase activity	30	10	6.88	0.12764
GO:0017091	AU-rich element binding	9	4	2.06	0.12879
GO:0055106	ubiquitin-protein transferase regulator ...	9	4	2.06	0.12879
GO:0004540	ribonuclease activity	49	15	11.23	0.13244
