GO.ID	Term	Annotated	Significant	Expected	classic
GO:0019752	carboxylic acid metabolic process	405	54	21.42	1.1e-11
GO:0006082	organic acid metabolic process	431	55	22.79	4.2e-11
GO:0043436	oxoacid metabolic process	431	55	22.79	4.2e-11
GO:0051188	cofactor biosynthetic process	180	33	9.52	7.0e-11
GO:0044281	small molecule metabolic process	736	74	38.92	6.7e-10
GO:0006090	pyruvate metabolic process	49	16	2.59	1.4e-09
GO:0017144	drug metabolic process	293	41	15.49	1.7e-09
GO:0016053	organic acid biosynthetic process	214	34	11.32	2.0e-09
GO:0046394	carboxylic acid biosynthetic process	214	34	11.32	2.0e-09
GO:0051186	cofactor metabolic process	298	41	15.76	2.9e-09
GO:0006091	generation of precursor metabolites and ...	193	31	10.21	8.8e-09
GO:0044283	small molecule biosynthetic process	365	45	19.3	1.4e-08
GO:1901566	organonitrogen compound biosynthetic pro...	770	72	40.72	4.0e-08
GO:0019637	organophosphate metabolic process	361	43	19.09	9.5e-08
GO:0009108	coenzyme biosynthetic process	118	22	6.24	1.1e-07
GO:0006099	tricarboxylic acid cycle	11	7	0.58	2.8e-07
GO:0006101	citrate metabolic process	11	7	0.58	2.8e-07
GO:0006732	coenzyme metabolic process	179	27	9.47	3.5e-07
GO:0090407	organophosphate biosynthetic process	252	33	13.33	4.7e-07
GO:0042866	pyruvate biosynthetic process	27	10	1.43	5.1e-07
GO:0009260	ribonucleotide biosynthetic process	124	21	6.56	1.2e-06
GO:0046390	ribose phosphate biosynthetic process	124	21	6.56	1.2e-06
GO:0009152	purine ribonucleotide biosynthetic proce...	118	20	6.24	2.1e-06
GO:0009259	ribonucleotide metabolic process	198	27	10.47	2.8e-06
GO:0009150	purine ribonucleotide metabolic process	187	26	9.89	3.0e-06
GO:0006164	purine nucleotide biosynthetic process	121	20	6.4	3.2e-06
GO:0015995	chlorophyll biosynthetic process	10	6	0.53	3.5e-06
GO:0055114	oxidation-reduction process	424	44	22.42	3.6e-06
GO:0019362	pyridine nucleotide metabolic process	64	14	3.38	3.7e-06
GO:0046496	nicotinamide nucleotide metabolic proces...	64	14	3.38	3.7e-06
GO:0006096	glycolytic process	26	9	1.37	3.8e-06
GO:0006757	ATP generation from ADP	26	9	1.37	3.8e-06
GO:0006779	porphyrin-containing compound biosynthet...	20	8	1.06	3.8e-06
GO:0033014	tetrapyrrole biosynthetic process	20	8	1.06	3.8e-06
GO:0019693	ribose phosphate metabolic process	204	27	10.79	5.0e-06
GO:0006753	nucleoside phosphate metabolic process	255	31	13.48	5.7e-06
