GO.ID	Term	Annotated	Significant	Expected	classic
GO:0006457	protein folding	85	17	3.65	5.6e-08
GO:0006091	generation of precursor metabolites and ...	193	23	8.28	4.6e-06
GO:0055114	oxidation-reduction process	424	36	18.2	2.4e-05
GO:0061077	chaperone-mediated protein folding	30	8	1.29	2.5e-05
GO:0019684	photosynthesis, light reaction	34	8	1.46	6.6e-05
GO:0071484	cellular response to light intensity	3	3	0.13	7.7e-05
GO:0051085	chaperone cofactor-dependent protein ref...	7	4	0.3	0.00010
GO:0042026	protein refolding	13	5	0.56	0.00013
GO:0072330	monocarboxylic acid biosynthetic process	108	14	4.64	0.00016
GO:0051084	'de novo' posttranslational protein fold...	8	4	0.34	0.00020
GO:0015979	photosynthesis	41	8	1.76	0.00027
GO:0030150	protein import into mitochondrial matrix	15	5	0.64	0.00029
GO:0061620	glycolytic process through glucose-6-pho...	9	4	0.39	0.00035
GO:0009657	plastid organization	60	9	2.58	0.00087
GO:0009735	response to cytokinin	49	8	2.1	0.00095
GO:0006626	protein targeting to mitochondrion	39	7	1.67	0.00112
GO:0006458	'de novo' protein folding	20	5	0.86	0.00125
GO:0010167	response to nitrate	6	3	0.26	0.00141
GO:0030421	defecation	6	3	0.26	0.00141
GO:0016226	iron-sulfur cluster assembly	31	6	1.33	0.00170
GO:0031163	metallo-sulfur cluster assembly	31	6	1.33	0.00170
GO:0061615	glycolytic process through fructose-6-ph...	13	4	0.56	0.00172
GO:0043335	protein unfolding	2	2	0.09	0.00183
GO:0072655	establishment of protein localization to...	43	7	1.85	0.00203
GO:1990542	mitochondrial transmembrane transport	43	7	1.85	0.00203
GO:0070585	protein localization to mitochondrion	44	7	1.89	0.00233
GO:0046034	ATP metabolic process	96	11	4.12	0.00235
GO:0009161	ribonucleoside monophosphate metabolic p...	112	12	4.81	0.00266
GO:0017144	drug metabolic process	293	23	12.58	0.00275
GO:0019320	hexose catabolic process	15	4	0.64	0.00307
GO:0044743	protein transmembrane import into intrac...	35	6	1.5	0.00325
GO:0051186	cofactor metabolic process	298	23	12.79	0.00342
GO:0043467	regulation of generation of precursor me...	60	8	2.58	0.00363
GO:0006735	NADH regeneration	8	3	0.34	0.00370
GO:0008207	C21-steroid hormone metabolic process	8	3	0.34	0.00370
GO:0044416	induction by symbiont of host defense re...	8	3	0.34	0.00370
GO:0044572	[4Fe-4S] cluster assembly	8	3	0.34	0.00370
GO:0052251	induction by organism of defense respons...	8	3	0.34	0.00370
GO:0061621	canonical glycolysis	8	3	0.34	0.00370
GO:0061718	glucose catabolic process to pyruvate	8	3	0.34	0.00370
GO:2000378	negative regulation of reactive oxygen s...	8	3	0.34	0.00370
GO:0032787	monocarboxylic acid metabolic process	197	17	8.46	0.00391
GO:0006096	glycolytic process	26	5	1.12	0.00430
GO:0006757	ATP generation from ADP	26	5	1.12	0.00430
GO:0009668	plastid membrane organization	27	5	1.16	0.00510
GO:0010027	thylakoid membrane organization	27	5	1.16	0.00510
GO:0042866	pyruvate biosynthetic process	27	5	1.16	0.00510
GO:0009205	purine ribonucleoside triphosphate metab...	106	11	4.55	0.00512
GO:0043651	linoleic acid metabolic process	3	2	0.13	0.00533
GO:0006007	glucose catabolic process	9	3	0.39	0.00537
GO:0046031	ADP metabolic process	28	5	1.2	0.00599
GO:0009123	nucleoside monophosphate metabolic proce...	124	12	5.32	0.00616
GO:0009126	purine nucleoside monophosphate metaboli...	109	11	4.68	0.00633
GO:0009167	purine ribonucleoside monophosphate meta...	109	11	4.68	0.00633
GO:0009199	ribonucleoside triphosphate metabolic pr...	109	11	4.68	0.00633
GO:0009156	ribonucleoside monophosphate biosyntheti...	66	8	2.83	0.00657
GO:0006839	mitochondrial transport	80	9	3.43	0.00658
GO:0006754	ATP biosynthetic process	53	7	2.27	0.00679
GO:0022900	electron transport chain	67	8	2.88	0.00719
GO:0007588	excretion	10	3	0.43	0.00744
GO:0046365	monosaccharide catabolic process	19	4	0.82	0.00762
GO:0009144	purine nucleoside triphosphate metabolic...	115	11	4.94	0.00941
GO:0033144	negative regulation of intracellular ste...	11	3	0.47	0.00991
GO:0065002	intracellular protein transmembrane tran...	44	6	1.89	0.01031
GO:0006851	mitochondrial calcium ion transmembrane ...	4	2	0.17	0.01037
GO:0010206	photosystem II repair	4	2	0.17	0.01037
GO:0019646	aerobic electron transport chain	4	2	0.17	0.01037
GO:0031958	corticosteroid receptor signaling pathwa...	4	2	0.17	0.01037
GO:0042448	progesterone metabolic process	4	2	0.17	0.01037
GO:0042921	glucocorticoid receptor signaling pathwa...	4	2	0.17	0.01037
GO:0061370	testosterone biosynthetic process	4	2	0.17	0.01037
GO:0070584	mitochondrion morphogenesis	4	2	0.17	0.01037
GO:0071312	cellular response to alkaloid	4	2	0.17	0.01037
GO:1903427	negative regulation of reactive oxygen s...	4	2	0.17	0.01037
GO:0002082	regulation of oxidative phosphorylation	21	4	0.9	0.01100
GO:0009124	nucleoside monophosphate biosynthetic pr...	72	8	3.09	0.01102
GO:0046434	organophosphate catabolic process	72	8	3.09	0.01102
GO:0009206	purine ribonucleoside triphosphate biosy...	58	7	2.49	0.01109
GO:0071806	protein transmembrane transport	45	6	1.93	0.01148
GO:0009135	purine nucleoside diphosphate metabolic ...	33	5	1.42	0.01219
GO:0009179	purine ribonucleoside diphosphate metabo...	33	5	1.42	0.01219
GO:0035966	response to topologically incorrect prot...	74	8	3.18	0.01292
GO:0080167	response to karrikin	22	4	0.94	0.01301
GO:0006165	nucleoside diphosphate phosphorylation	34	5	1.46	0.01381
GO:0006986	response to unfolded protein	47	6	2.02	0.01411
GO:0009201	ribonucleoside triphosphate biosynthetic...	61	7	2.62	0.01446
GO:0006733	oxidoreduction coenzyme metabolic proces...	76	8	3.26	0.01504
GO:0048527	lateral root development	23	4	0.99	0.01523
GO:0019359	nicotinamide nucleotide biosynthetic pro...	35	5	1.5	0.01557
GO:0019363	pyridine nucleotide biosynthetic process	35	5	1.5	0.01557
GO:0009145	purine nucleoside triphosphate biosynthe...	62	7	2.66	0.01573
GO:0009141	nucleoside triphosphate metabolic proces...	124	11	5.32	0.01608
GO:0034599	cellular response to oxidative stress	124	11	5.32	0.01608
GO:0030091	protein repair	13	3	0.56	0.01613
GO:0042537	benzene-containing compound metabolic pr...	13	3	0.56	0.01613
GO:0009102	biotin biosynthetic process	5	2	0.21	0.01680
GO:0015706	nitrate transport	5	2	0.21	0.01680
GO:0015707	nitrite transport	5	2	0.21	0.01680
GO:0030540	female genitalia development	5	2	0.21	0.01680
GO:0034093	positive regulation of maintenance of si...	5	2	0.21	0.01680
GO:0034184	positive regulation of maintenance of mi...	5	2	0.21	0.01680
GO:0051572	negative regulation of histone H3-K4 met...	5	2	0.21	0.01680
