GO.ID	Term	Annotated	Significant	Expected	classic
GO:0019684	photosynthesis, light reaction	34	17	0.99	2.9e-18
GO:0015979	photosynthesis	41	17	1.2	1.6e-16
GO:0006091	generation of precursor metabolites and ...	193	27	5.64	1.5e-12
GO:0009765	photosynthesis, light harvesting	8	6	0.23	1.4e-08
GO:0009642	response to light intensity	25	8	0.73	2.8e-07
GO:0009768	photosynthesis, light harvesting in phot...	4	4	0.12	6.9e-07
GO:0009735	response to cytokinin	49	10	1.43	9.0e-07
GO:0009767	photosynthetic electron transport chain	10	5	0.29	4.3e-06
GO:0009657	plastid organization	60	10	1.75	6.4e-06
GO:0009416	response to light stimulus	166	16	4.85	1.7e-05
GO:0071484	cellular response to light intensity	3	3	0.09	2.4e-05
GO:0070542	response to fatty acid	15	5	0.44	4.6e-05
GO:0043467	regulation of generation of precursor me...	60	9	1.75	4.6e-05
GO:0009628	response to abiotic stimulus	580	33	16.96	4.7e-05
GO:0006821	chloride transport	16	5	0.47	6.5e-05
GO:0042548	regulation of photosynthesis, light reac...	16	5	0.47	6.5e-05
GO:1902476	chloride transmembrane transport	16	5	0.47	6.5e-05
GO:0009314	response to radiation	213	17	6.23	0.00010
GO:0010109	regulation of photosynthesis	18	5	0.53	0.00012
GO:0009639	response to red or far red light	20	5	0.58	0.00021
GO:0009725	response to hormone	365	23	10.67	0.00022
GO:0009773	photosynthetic electron transport in pho...	6	3	0.18	0.00045
GO:0022900	electron transport chain	67	8	1.96	0.00062
GO:0006457	protein folding	85	9	2.49	0.00070
GO:0098661	inorganic anion transmembrane transport	26	5	0.76	0.00078
GO:0009647	skotomorphogenesis	2	2	0.06	0.00085
GO:0009205	purine ribonucleoside triphosphate metab...	106	10	3.1	0.00088
GO:0009668	plastid membrane organization	27	5	0.79	0.00093
GO:0010027	thylakoid membrane organization	27	5	0.79	0.00093
GO:0072330	monocarboxylic acid biosynthetic process	108	10	3.16	0.00102
GO:0009719	response to endogenous stimulus	432	24	12.63	0.00104
GO:0015698	inorganic anion transport	41	6	1.2	0.00105
GO:0009199	ribonucleoside triphosphate metabolic pr...	109	10	3.19	0.00110
GO:0009646	response to absence of light	8	3	0.23	0.00122
GO:0042759	long-chain fatty acid biosynthetic proce...	8	3	0.23	0.00122
GO:0009206	purine ribonucleoside triphosphate biosy...	58	7	1.7	0.00130
GO:0009161	ribonucleoside monophosphate metabolic p...	112	10	3.27	0.00136
GO:0061077	chaperone-mediated protein folding	30	5	0.88	0.00153
GO:0009144	purine nucleoside triphosphate metabolic...	115	10	3.36	0.00166
GO:0046034	ATP metabolic process	96	9	2.81	0.00169
GO:0009201	ribonucleoside triphosphate biosynthetic...	61	7	1.78	0.00175
GO:0009640	photomorphogenesis	9	3	0.26	0.00179
GO:0071398	cellular response to fatty acid	9	3	0.26	0.00179
GO:0055114	oxidation-reduction process	424	23	12.4	0.00189
GO:0009145	purine nucleoside triphosphate biosynthe...	62	7	1.81	0.00193
GO:0010033	response to organic substance	708	33	20.7	0.00221
GO:0006458	'de novo' protein folding	20	4	0.58	0.00232
GO:0009645	response to low light intensity stimulus	3	2	0.09	0.00249
GO:0006165	nucleoside diphosphate phosphorylation	34	5	0.99	0.00273
GO:0009156	ribonucleoside monophosphate biosyntheti...	66	7	1.93	0.00278
GO:0055085	transmembrane transport	308	18	9.01	0.00288
GO:0009123	nucleoside monophosphate metabolic proce...	124	10	3.63	0.00292
GO:0009141	nucleoside triphosphate metabolic proces...	124	10	3.63	0.00292
GO:0009409	response to cold	50	6	1.46	0.00299
GO:0098656	anion transmembrane transport	105	9	3.07	0.00315
GO:0045727	positive regulation of translation	51	6	1.49	0.00331
GO:0080167	response to karrikin	22	4	0.64	0.00335
GO:0001101	response to acid chemical	195	13	5.7	0.00386
GO:0009142	nucleoside triphosphate biosynthetic pro...	70	7	2.05	0.00389
GO:0046939	nucleotide phosphorylation	37	5	1.08	0.00399
GO:0006754	ATP biosynthetic process	53	6	1.55	0.00403
GO:0009126	purine nucleoside monophosphate metaboli...	109	9	3.19	0.00406
GO:0009167	purine ribonucleoside monophosphate meta...	109	9	3.19	0.00406
GO:0014075	response to amine	12	3	0.35	0.00440
GO:0009124	nucleoside monophosphate biosynthetic pr...	72	7	2.11	0.00456
GO:0071229	cellular response to acid chemical	72	7	2.11	0.00456
GO:0010206	photosystem II repair	4	2	0.12	0.00488
GO:0006633	fatty acid biosynthetic process	56	6	1.64	0.00532
GO:0050896	response to stimulus	1764	64	51.58	0.00558
GO:0009644	response to high light intensity	13	3	0.38	0.00560
