GO.ID	Term	Annotated	Significant	Expected	classic
GO:0006261	DNA-dependent DNA replication	106	58	22.98	4.0e-14
GO:0006260	DNA replication	142	70	30.79	8.9e-14
GO:1903046	meiotic cell cycle process	157	71	34.04	1.2e-11
GO:0044786	cell cycle DNA replication	71	39	15.39	6.2e-10
GO:0048285	organelle fission	268	100	58.1	7.2e-10
GO:0140013	meiotic nuclear division	128	58	27.75	9.8e-10
GO:0007127	meiosis I	78	41	16.91	1.3e-09
GO:0051321	meiotic cell cycle	182	74	39.46	2.0e-09
GO:0000280	nuclear division	252	94	54.63	2.6e-09
GO:0006271	DNA strand elongation involved in DNA re...	33	23	7.15	3.9e-09
GO:0022402	cell cycle process	478	153	103.63	7.3e-09
GO:0090329	regulation of DNA-dependent DNA replicat...	39	25	8.46	1.1e-08
GO:1903047	mitotic cell cycle process	353	119	76.53	2.0e-08
GO:0000278	mitotic cell cycle	384	127	83.25	2.2e-08
GO:0022616	DNA strand elongation	35	23	7.59	2.2e-08
GO:0061982	meiosis I cell cycle process	96	45	20.81	2.3e-08
GO:0090662	ATP hydrolysis coupled transmembrane tra...	33	22	7.15	3.1e-08
GO:0099131	ATP hydrolysis coupled ion transmembrane...	33	22	7.15	3.1e-08
GO:0099132	ATP hydrolysis coupled cation transmembr...	33	22	7.15	3.1e-08
GO:0015988	energy coupled proton transmembrane tran...	18	15	3.9	4.1e-08
GO:0015991	ATP hydrolysis coupled proton transport	18	15	3.9	4.1e-08
GO:0033572	transferrin transport	20	16	4.34	4.1e-08
GO:0098813	nuclear chromosome segregation	190	73	41.19	4.6e-08
GO:0007062	sister chromatid cohesion	49	28	10.62	5.6e-08
GO:0140014	mitotic nuclear division	177	69	38.37	5.7e-08
GO:0006275	regulation of DNA replication	63	33	13.66	6.5e-08
GO:0019684	photosynthesis, light reaction	34	22	7.37	7.0e-08
GO:0051276	chromosome organization	477	149	103.41	7.9e-08
GO:0007049	cell cycle	533	163	115.55	8.2e-08
GO:0000819	sister chromatid segregation	162	64	35.12	9.9e-08
GO:0015682	ferric iron transport	21	16	4.55	1.4e-07
GO:0072512	trivalent inorganic cation transport	21	16	4.55	1.4e-07
GO:0055067	monovalent inorganic cation homeostasis	38	23	8.24	2.1e-07
GO:0007059	chromosome segregation	208	76	45.09	2.8e-07
GO:0033260	nuclear DNA replication	44	25	9.54	3.4e-07
GO:0030641	regulation of cellular pH	29	19	6.29	4.2e-07
GO:0006310	DNA recombination	138	55	29.92	6.0e-07
GO:0000070	mitotic sister chromatid segregation	139	55	30.13	7.9e-07
GO:1902969	mitotic DNA replication	35	21	7.59	8.9e-07
GO:0006885	regulation of pH	30	19	6.5	9.2e-07
GO:0015979	photosynthesis	41	23	8.89	1.4e-06
GO:1902600	proton transmembrane transport	44	24	9.54	1.6e-06
GO:0030004	cellular monovalent inorganic cation hom...	31	19	6.72	1.9e-06
GO:0090558	plant epidermis development	31	19	6.72	1.9e-06
GO:0006099	tricarboxylic acid cycle	11	10	2.38	1.9e-06
GO:0006101	citrate metabolic process	11	10	2.38	1.9e-06
GO:0006273	lagging strand elongation	17	13	3.69	2.1e-06
GO:0006259	DNA metabolic process	440	134	95.39	2.2e-06
GO:0015672	monovalent inorganic cation transport	68	32	14.74	2.3e-06
GO:0051453	regulation of intracellular pH	27	17	5.85	4.0e-06
GO:0006269	DNA replication, synthesis of RNA primer	8	8	1.73	4.7e-06
GO:0045132	meiotic chromosome segregation	61	29	13.22	5.5e-06
GO:0045851	pH reduction	23	15	4.99	8.1e-06
GO:0042023	DNA endoreduplication	28	17	6.07	8.1e-06
GO:0022603	regulation of anatomical structure morph...	156	57	33.82	9.7e-06
GO:0006826	iron ion transport	31	18	6.72	1.1e-05
GO:0007064	mitotic sister chromatid cohesion	26	16	5.64	1.2e-05
GO:0010948	negative regulation of cell cycle proces...	129	49	27.97	1.2e-05
GO:0045786	negative regulation of cell cycle	183	64	39.67	1.4e-05
GO:0098660	inorganic ion transmembrane transport	137	51	29.7	1.6e-05
GO:0007131	reciprocal meiotic recombination	46	23	9.97	1.9e-05
GO:0035825	homologous recombination	46	23	9.97	1.9e-05
GO:0051303	establishment of chromosome localization	32	18	6.94	1.9e-05
GO:0071103	DNA conformation change	131	49	28.4	2.0e-05
GO:0072350	tricarboxylic acid metabolic process	17	12	3.69	2.1e-05
GO:0006323	DNA packaging	87	36	18.86	2.1e-05
GO:1902295	synthesis of RNA primer involved in cell...	7	7	1.52	2.2e-05
GO:1902318	synthesis of RNA primer involved in nucl...	7	7	1.52	2.2e-05
GO:1902981	synthesis of RNA primer involved in mito...	7	7	1.52	2.2e-05
GO:0006298	mismatch repair	35	19	7.59	2.2e-05
GO:0032875	regulation of DNA endoreduplication	13	10	2.82	3.3e-05
GO:0007035	vacuolar acidification	20	13	4.34	3.5e-05
GO:1902750	negative regulation of cell cycle G2/M p...	36	19	7.8	3.8e-05
GO:0034220	ion transmembrane transport	218	72	47.26	3.9e-05
GO:0007051	spindle organization	80	33	17.34	5.1e-05
GO:0006270	DNA replication initiation	34	18	7.37	5.8e-05
GO:0045005	DNA-dependent DNA replication maintenanc...	26	15	5.64	6.6e-05
GO:0098661	inorganic anion transmembrane transport	26	15	5.64	6.6e-05
GO:0006821	chloride transport	16	11	3.47	6.9e-05
GO:0032201	telomere maintenance via semi-conservati...	16	11	3.47	6.9e-05
GO:1902476	chloride transmembrane transport	16	11	3.47	6.9e-05
GO:0051452	intracellular pH reduction	21	13	4.55	7.5e-05
GO:0051310	metaphase plate congression	29	16	6.29	7.8e-05
GO:0006091	generation of precursor metabolites and ...	193	64	41.84	9.4e-05
GO:0090307	mitotic spindle assembly	35	18	7.59	9.5e-05
GO:0045637	regulation of myeloid cell differentiati...	24	14	5.2	9.8e-05
GO:0050000	chromosome localization	38	19	8.24	1.0e-04
GO:0007130	synaptonemal complex assembly	6	6	1.3	0.00010
GO:0042138	meiotic DNA double-strand break formatio...	6	6	1.3	0.00010
