GO.ID	Term	Annotated	Significant	Expected	classic
GO:0030684	preribosome	121	93	30.83	< 1e-30
GO:1990904	ribonucleoprotein complex	465	206	118.46	6.9e-22
GO:0005730	nucleolus	406	186	103.43	1.2e-21
GO:0044445	cytosolic part	173	100	44.07	1.6e-20
GO:0022626	cytosolic ribosome	115	75	29.3	6.9e-20
GO:0005840	ribosome	145	85	36.94	4.6e-18
GO:0030686	90S preribosome	61	47	15.54	2.2e-17
GO:0042788	polysomal ribosome	50	41	12.74	4.5e-17
GO:0032040	small-subunit processome	40	35	10.19	1.6e-16
GO:0044391	ribosomal subunit	110	66	28.02	6.5e-15
GO:0005844	polysome	70	48	17.83	2.3e-14
GO:0030687	preribosome, large subunit precursor	51	38	12.99	1.9e-13
GO:0022625	cytosolic large ribosomal subunit	57	38	14.52	5.0e-11
GO:0015934	large ribosomal subunit	69	41	17.58	1.6e-09
GO:0022627	cytosolic small ribosomal subunit	36	26	9.17	4.4e-09
GO:0044452	nucleolar part	73	41	18.6	1.7e-08
GO:0000502	proteasome complex	59	35	15.03	2.8e-08
GO:1905369	endopeptidase complex	59	35	15.03	2.8e-08
GO:0005829	cytosol	1278	388	325.58	2.0e-07
GO:0015935	small ribosomal subunit	42	26	10.7	5.7e-07
GO:1905368	peptidase complex	67	36	17.07	5.7e-07
GO:0070993	translation preinitiation complex	13	12	3.31	7.0e-07
GO:0031597	cytosolic proteasome complex	30	20	7.64	2.2e-06
GO:0005838	proteasome regulatory particle	14	12	3.57	3.8e-06
GO:0022624	proteasome accessory complex	14	12	3.57	3.8e-06
GO:0030688	preribosome, small subunit precursor	9	9	2.29	4.4e-06
GO:0034515	proteasome storage granule	25	17	6.37	8.9e-06
GO:0016282	eukaryotic 43S preinitiation complex	11	10	2.8	9.4e-06
GO:0005732	small nucleolar ribonucleoprotein comple...	23	16	5.86	1.1e-05
GO:0030173	integral component of Golgi membrane	22	15	5.6	2.9e-05
GO:0031228	intrinsic component of Golgi membrane	23	15	5.86	6.5e-05
GO:0008541	proteasome regulatory particle, lid subc...	7	7	1.78	6.8e-05
GO:0043614	multi-eIF complex	7	7	1.78	6.8e-05
GO:0005852	eukaryotic translation initiation factor...	11	9	2.8	0.00014
GO:0005839	proteasome core complex	22	14	5.6	0.00017
GO:0031981	nuclear lumen	1026	303	261.38	0.00021
GO:0043228	non-membrane-bounded organelle	1044	307	265.97	0.00026
GO:0043232	intracellular non-membrane-bounded organ...	1044	307	265.97	0.00026
GO:0071540	eukaryotic translation initiation factor...	6	6	1.53	0.00027
GO:0098554	cytoplasmic side of endoplasmic reticulu...	16	11	4.08	0.00033
GO:0098556	cytoplasmic side of rough endoplasmic re...	16	11	4.08	0.00033
GO:0030867	rough endoplasmic reticulum membrane	23	14	5.86	0.00033
GO:0019773	proteasome core complex, alpha-subunit c...	8	7	2.04	0.00043
GO:0031428	box C/D snoRNP complex	5	5	1.27	0.00106
GO:0009506	plasmodesma	127	48	32.35	0.00120
GO:0055044	symplast	127	48	32.35	0.00120
GO:0005737	cytoplasm	2738	725	697.53	0.00128
GO:0071541	eukaryotic translation initiation factor...	7	6	1.78	0.00148
GO:0005791	rough endoplasmic reticulum	31	16	7.9	0.00153
GO:0044444	cytoplasmic part	2442	653	622.12	0.00220
GO:0005634	nucleus	1504	419	383.16	0.00220
GO:0044428	nuclear part	1107	315	282.02	0.00303
GO:1990111	spermatoproteasome complex	4	4	1.02	0.00419
GO:0008540	proteasome regulatory particle, base sub...	8	6	2.04	0.00463
GO:0034388	Pwp2p-containing subcomplex of 90S preri...	6	5	1.53	0.00503
GO:0031300	intrinsic component of organelle membran...	74	29	18.85	0.00604
GO:0005666	RNA polymerase III complex	16	9	4.08	0.00837
GO:0031301	integral component of organelle membrane	66	26	16.81	0.00841
GO:1905354	exoribonuclease complex	14	8	3.57	0.01145
GO:0005911	cell-cell junction	141	48	35.92	0.01269
GO:0010494	cytoplasmic stress granule	62	24	15.79	0.01415
GO:0031974	membrane-enclosed lumen	1233	341	314.12	0.01457
GO:0043233	organelle lumen	1233	341	314.12	0.01457
GO:0070013	intracellular organelle lumen	1233	341	314.12	0.01457
GO:0044424	intracellular part	3111	804	792.55	0.01457
GO:0032991	protein-containing complex	1412	387	359.72	0.01499
GO:0005736	RNA polymerase I complex	12	7	3.06	0.01567
GO:0019774	proteasome core complex, beta-subunit co...	12	7	3.06	0.01567
GO:0031166	integral component of vacuolar membrane	3	3	0.76	0.01649
GO:0033290	eukaryotic 48S preinitiation complex	3	3	0.76	0.01649
GO:0033588	Elongator holoenzyme complex	3	3	0.76	0.01649
GO:0034457	Mpp10 complex	3	3	0.76	0.01649
GO:0031595	nuclear proteasome complex	5	4	1.27	0.01669
GO:0042175	nuclear outer membrane-endoplasmic retic...	252	79	64.2	0.01704
GO:0005622	intracellular	3113	804	793.06	0.01830
GO:0005665	RNA polymerase II, core complex	15	8	3.82	0.01914
GO:0098552	side of membrane	67	25	17.07	0.02043
GO:0000176	nuclear exosome (RNase complex)	10	6	2.55	0.02147
GO:0000177	cytoplasmic exosome (RNase complex)	10	6	2.55	0.02147
GO:0000178	exosome (RNase complex)	13	7	3.31	0.02662
GO:0005851	eukaryotic translation initiation factor...	8	5	2.04	0.02939
GO:0017101	aminoacyl-tRNA synthetase multienzyme co...	8	5	2.04	0.02939
GO:0031310	intrinsic component of vacuolar membrane	8	5	2.04	0.02939
GO:0001652	granular component	6	4	1.53	0.04002
GO:0030054	cell junction	172	54	43.82	0.04295
GO:0030016	myofibril	17	8	4.33	0.04421
GO:0030017	sarcomere	17	8	4.33	0.04421
GO:0043292	contractile fiber	17	8	4.33	0.04421
GO:0044449	contractile fiber part	17	8	4.33	0.04421
GO:0005784	Sec61 translocon complex	4	3	1.02	0.05339
GO:0031429	box H/ACA snoRNP complex	4	3	1.02	0.05339
GO:0034455	t-UTP complex	4	3	1.02	0.05339
GO:0034663	endoplasmic reticulum chaperone complex	4	3	1.02	0.05339
GO:0070545	PeBoW complex	4	3	1.02	0.05339
GO:0071256	translocon complex	4	3	1.02	0.05339
GO:0071261	Ssh1 translocon complex	4	3	1.02	0.05339
GO:0072588	box H/ACA RNP complex	4	3	1.02	0.05339
GO:0030312	external encapsulating structure	66	23	16.81	0.05559
GO:0009507	chloroplast	436	125	111.07	0.05755
GO:0098562	cytoplasmic side of membrane	43	16	10.95	0.05854
GO:0031258	lamellipodium membrane	18	8	4.59	0.06235
GO:0031527	filopodium membrane	18	8	4.59	0.06235
GO:0000172	ribonuclease MRP complex	2	2	0.51	0.06484
GO:0001651	dense fibrillar component	2	2	0.51	0.06484
GO:0005835	fatty acid synthase complex	2	2	0.51	0.06484
GO:0009509	chromoplast	2	2	0.51	0.06484
GO:0016602	CCAAT-binding factor complex	2	2	0.51	0.06484
GO:0030692	Noc4p-Nop14p complex	2	2	0.51	0.06484
GO:0032545	CURI complex	2	2	0.51	0.06484
GO:0034456	UTP-C complex	2	2	0.51	0.06484
GO:0035632	mitochondrial prohibitin complex	2	2	0.51	0.06484
GO:0043528	tRNA (m2G10) methyltransferase complex	2	2	0.51	0.06484
GO:0070847	core mediator complex	2	2	0.51	0.06484
GO:0071627	integral component of fungal-type vacuol...	2	2	0.51	0.06484
GO:0071628	intrinsic component of fungal-type vacuo...	2	2	0.51	0.06484
GO:0097452	GAIT complex	2	2	0.51	0.06484
GO:0005789	endoplasmic reticulum membrane	239	71	60.89	0.07066
GO:0009536	plastid	447	127	113.88	0.07110
GO:0098827	endoplasmic reticulum subcompartment	240	71	61.14	0.07636
GO:0005618	cell wall	65	22	16.56	0.08048
GO:0016592	mediator complex	10	5	2.55	0.08349
GO:0016281	eukaryotic translation initiation factor...	16	7	4.08	0.08622
GO:0030027	lamellipodium	29	11	7.39	0.09467
GO:0030175	filopodium	23	9	5.86	0.10535
GO:0000418	RNA polymerase IV complex	5	3	1.27	0.10843
GO:0000419	RNA polymerase V complex	5	3	1.27	0.10843
GO:0001917	photoreceptor inner segment	5	3	1.27	0.10843
