GO.ID	Term	Annotated	Significant	Expected	classic
GO:1901201	regulation of extracellular matrix assem...	18	7	0.13	1.5e-11
GO:1901202	negative regulation of extracellular mat...	18	7	0.13	1.5e-11
GO:1903054	negative regulation of extracellular mat...	18	7	0.13	1.5e-11
GO:1905050	positive regulation of metallopeptidase ...	18	7	0.13	1.5e-11
GO:1903053	regulation of extracellular matrix organ...	19	7	0.14	2.4e-11
GO:1905048	regulation of metallopeptidase activity	19	7	0.14	2.4e-11
GO:0031532	actin cytoskeleton reorganization	20	7	0.15	3.6e-11
GO:0034446	substrate adhesion-dependent cell spread...	21	7	0.16	5.4e-11
GO:0085029	extracellular matrix assembly	24	7	0.18	1.6e-10
GO:0001568	blood vessel development	52	8	0.39	1.6e-09
GO:0001944	vasculature development	60	8	0.45	5.3e-09
GO:0030198	extracellular matrix organization	38	7	0.28	5.4e-09
GO:0031589	cell-substrate adhesion	41	7	0.31	9.5e-09
GO:0072358	cardiovascular system development	69	8	0.52	1.7e-08
GO:0043062	extracellular structure organization	46	7	0.34	2.2e-08
GO:0010952	positive regulation of peptidase activit...	63	7	0.47	2.1e-07
GO:0007165	signal transduction	710	17	5.3	4.2e-07
GO:0072359	circulatory system development	112	8	0.84	7.8e-07
GO:0007154	cell communication	845	18	6.31	7.8e-07
GO:0052547	regulation of peptidase activity	78	7	0.58	9.4e-07
GO:0051345	positive regulation of hydrolase activit...	121	8	0.9	1.4e-06
GO:0023052	signaling	779	17	5.82	1.7e-06
GO:0007155	cell adhesion	89	7	0.66	2.3e-06
GO:0022610	biological adhesion	91	7	0.68	2.7e-06
GO:0032989	cellular component morphogenesis	238	10	1.78	3.2e-06
GO:0051129	negative regulation of cellular componen...	184	9	1.37	3.4e-06
GO:0000904	cell morphogenesis involved in different...	142	8	1.06	4.8e-06
GO:0065009	regulation of molecular function	476	13	3.55	7.3e-06
GO:0000902	cell morphogenesis	207	9	1.55	9.0e-06
GO:0030036	actin cytoskeleton organization	109	7	0.81	9.1e-06
GO:0051716	cellular response to stimulus	1273	20	9.5	1.3e-05
GO:0030029	actin filament-based process	116	7	0.87	1.4e-05
GO:0048468	cell development	427	12	3.19	1.6e-05
GO:0048869	cellular developmental process	692	15	5.17	1.6e-05
GO:0051336	regulation of hydrolase activity	169	8	1.26	1.8e-05
GO:0044093	positive regulation of molecular functio...	289	10	2.16	1.9e-05
GO:0045862	positive regulation of proteolysis	122	7	0.91	1.9e-05
