GO.ID	Term	Annotated	Significant	Expected	classic
GO:0022626	cytosolic ribosome	115	56	7.2	< 1e-30
GO:0005840	ribosome	145	60	9.08	< 1e-30
GO:0044391	ribosomal subunit	110	50	6.89	< 1e-30
GO:0005844	polysome	70	39	4.38	4.4e-30
GO:0044445	cytosolic part	173	56	10.83	8.1e-28
GO:0042788	polysomal ribosome	50	32	3.13	1.9e-27
GO:0022625	cytosolic large ribosomal subunit	57	29	3.57	5.9e-21
GO:0009507	chloroplast	436	76	27.3	3.4e-19
GO:0009536	plastid	447	76	27.99	1.6e-18
GO:0022627	cytosolic small ribosomal subunit	36	22	2.25	2.0e-18
GO:0015934	large ribosomal subunit	69	29	4.32	4.9e-18
GO:0015935	small ribosomal subunit	42	22	2.63	1.9e-16
GO:0009534	chloroplast thylakoid	85	30	5.32	4.2e-16
GO:0031976	plastid thylakoid	86	30	5.38	6.0e-16
GO:0034357	photosynthetic membrane	65	25	4.07	1.4e-14
GO:0042651	thylakoid membrane	65	25	4.07	1.4e-14
GO:0044436	thylakoid part	73	26	4.57	3.5e-14
GO:0098554	cytoplasmic side of endoplasmic reticulu...	16	13	1	7.5e-14
GO:0098556	cytoplasmic side of rough endoplasmic re...	16	13	1	7.5e-14
GO:0009579	thylakoid	111	31	6.95	2.1e-13
GO:0044434	chloroplast part	265	49	16.59	4.7e-13
GO:0044435	plastid part	270	49	16.91	9.9e-13
GO:0044444	cytoplasmic part	2442	190	152.91	3.8e-12
GO:1990904	ribonucleoprotein complex	465	66	29.12	7.8e-12
GO:0030867	rough endoplasmic reticulum membrane	23	13	1.44	1.0e-10
GO:0009535	chloroplast thylakoid membrane	54	19	3.38	1.6e-10
GO:0055035	plastid thylakoid membrane	55	19	3.44	2.3e-10
GO:0009506	plasmodesma	127	29	7.95	3.1e-10
GO:0055044	symplast	127	29	7.95	3.1e-10
GO:0009570	chloroplast stroma	177	34	11.08	1.1e-09
GO:0009532	plastid stroma	178	34	11.15	1.3e-09
GO:0005911	cell-cell junction	141	29	8.83	4.3e-09
GO:0005737	cytoplasm	2738	197	171.44	5.1e-09
GO:0005791	rough endoplasmic reticulum	31	13	1.94	1.2e-08
GO:0098562	cytoplasmic side of membrane	43	14	2.69	1.4e-07
GO:0030054	cell junction	172	29	10.77	4.5e-07
GO:0016020	membrane	1367	119	85.59	8.6e-07
GO:0009533	chloroplast stromal thylakoid	11	7	0.69	9.1e-07
GO:0005829	cytosol	1278	112	80.02	2.1e-06
