GO.ID	Term	Annotated	Significant	Expected	classic
GO:0009403	toxin biosynthetic process	12	5	0.38	1.9e-05
GO:0000905	sporocarp development involved in asexua...	4	3	0.13	0.00012
GO:0001896	autolysis	4	3	0.13	0.00012
GO:1902047	polyamine transmembrane transport	4	3	0.13	0.00012
GO:0016999	antibiotic metabolic process	68	9	2.16	0.00024
GO:0006082	organic acid metabolic process	431	27	13.67	0.00026
GO:0043436	oxoacid metabolic process	431	27	13.67	0.00026
GO:0015846	polyamine transport	5	3	0.16	0.00030
GO:0009404	toxin metabolic process	21	5	0.67	0.00040
GO:0044282	small molecule catabolic process	143	13	4.54	0.00047
GO:0010913	regulation of sterigmatocystin biosynthe...	6	3	0.19	0.00058
GO:0010914	positive regulation of sterigmatocystin ...	6	3	0.19	0.00058
GO:0042891	antibiotic transport	6	3	0.19	0.00058
GO:0019752	carboxylic acid metabolic process	405	25	12.85	0.00059
GO:0016042	lipid catabolic process	63	8	2	0.00071
GO:0016054	organic acid catabolic process	98	10	3.11	0.00091
GO:0046395	carboxylic acid catabolic process	98	10	3.11	0.00091
GO:0015695	organic cation transport	25	5	0.79	0.00093
GO:0034305	regulation of asexual sporulation	7	3	0.22	0.00099
GO:0045460	sterigmatocystin metabolic process	7	3	0.22	0.00099
GO:0045461	sterigmatocystin biosynthetic process	7	3	0.22	0.00099
GO:0048315	conidium formation	7	3	0.22	0.00099
GO:0061794	conidium development	7	3	0.22	0.00099
GO:0075306	regulation of conidium formation	7	3	0.22	0.00099
GO:0075307	positive regulation of conidium formatio...	7	3	0.22	0.00099
GO:1900376	regulation of secondary metabolite biosy...	7	3	0.22	0.00099
GO:1900378	positive regulation of secondary metabol...	7	3	0.22	0.00099
GO:1901378	organic heteropentacyclic compound biosy...	7	3	0.22	0.00099
GO:0006550	isoleucine catabolic process	2	2	0.06	0.00100
GO:0019418	sulfide oxidation	2	2	0.06	0.00100
GO:0120029	proton export across plasma membrane	2	2	0.06	0.00100
GO:0006635	fatty acid beta-oxidation	27	5	0.86	0.00135
GO:0030258	lipid modification	55	7	1.74	0.00153
GO:0030582	reproductive fruiting body development	8	3	0.25	0.00155
GO:0030584	sporocarp development	8	3	0.25	0.00155
GO:0043938	positive regulation of sporulation	8	3	0.25	0.00155
GO:0075259	spore-bearing structure development	8	3	0.25	0.00155
GO:1901376	organic heteropentacyclic compound metab...	8	3	0.25	0.00155
GO:0009605	response to external stimulus	560	30	17.77	0.00167
GO:0015696	ammonium transport	29	5	0.92	0.00189
GO:0043386	mycotoxin biosynthetic process	9	3	0.29	0.00227
GO:1903666	positive regulation of asexual reproduct...	9	3	0.29	0.00227
GO:0042594	response to starvation	169	13	5.36	0.00227
GO:0090558	plant epidermis development	31	5	0.98	0.00257
GO:0009585	red, far-red light phototransduction	3	2	0.1	0.00293
GO:0015839	cadaverine transport	3	2	0.1	0.00293
GO:0070813	hydrogen sulfide metabolic process	3	2	0.1	0.00293
GO:0070814	hydrogen sulfide biosynthetic process	3	2	0.1	0.00293
GO:0090520	sphingolipid mediated signaling pathway	3	2	0.1	0.00293
GO:0072329	monocarboxylic acid catabolic process	46	6	1.46	0.00294
GO:0030183	B cell differentiation	10	3	0.32	0.00316
GO:0030436	asexual sporulation	10	3	0.32	0.00316
GO:0043455	regulation of secondary metabolic proces...	10	3	0.32	0.00316
GO:0032787	monocarboxylic acid metabolic process	197	14	6.25	0.00323
GO:0006099	tricarboxylic acid cycle	11	3	0.35	0.00425
GO:0006101	citrate metabolic process	11	3	0.35	0.00425
