GO.ID	Term	Annotated	Significant	Expected	classic
GO:0006261	DNA-dependent DNA replication	106	59	24.04	7.2e-14
GO:0006260	DNA replication	142	70	32.2	9.7e-13
GO:1903046	meiotic cell cycle process	157	74	35.6	3.7e-12
GO:0022402	cell cycle process	478	166	108.39	4.1e-11
GO:1903047	mitotic cell cycle process	353	129	80.04	2.4e-10
GO:0051321	meiotic cell cycle	182	78	41.27	3.4e-10
GO:0000278	mitotic cell cycle	384	137	87.07	4.1e-10
GO:0007049	cell cycle	533	177	120.86	5.7e-10
GO:0140013	meiotic nuclear division	128	60	29.02	6.2e-10
GO:0048285	organelle fission	268	102	60.77	2.0e-09
GO:0044786	cell cycle DNA replication	71	39	16.1	2.5e-09
GO:0000280	nuclear division	252	97	57.14	2.6e-09
GO:0051276	chromosome organization	477	158	108.16	8.3e-09
GO:0006271	DNA strand elongation involved in DNA re...	33	23	7.48	9.8e-09
GO:0007127	meiosis I	78	40	17.69	2.2e-08
GO:0061982	meiosis I cell cycle process	96	46	21.77	3.0e-08
GO:0090329	regulation of DNA-dependent DNA replicat...	39	25	8.84	3.0e-08
GO:0022616	DNA strand elongation	35	23	7.94	5.5e-08
GO:0000819	sister chromatid segregation	162	66	36.73	9.6e-08
GO:0098813	nuclear chromosome segregation	190	74	43.08	1.4e-07
GO:0007062	sister chromatid cohesion	49	28	11.11	1.6e-07
GO:0140014	mitotic nuclear division	177	70	40.13	1.6e-07
GO:0033260	nuclear DNA replication	44	26	9.98	1.7e-07
GO:1902969	mitotic DNA replication	35	22	7.94	3.5e-07
GO:0000070	mitotic sister chromatid segregation	139	57	31.52	5.9e-07
GO:0006259	DNA metabolic process	440	141	99.77	6.7e-07
GO:0006275	regulation of DNA replication	63	32	14.29	7.8e-07
GO:0007059	chromosome segregation	208	77	47.16	9.0e-07
GO:0006310	DNA recombination	138	55	31.29	2.8e-06
GO:0017144	drug metabolic process	293	99	66.44	3.3e-06
GO:0006273	lagging strand elongation	17	13	3.85	3.6e-06
GO:1902600	proton transmembrane transport	44	24	9.98	3.8e-06
GO:0006269	DNA replication, synthesis of RNA primer	8	8	1.81	6.8e-06
GO:0051303	establishment of chromosome localization	32	19	7.26	7.6e-06
GO:0022603	regulation of anatomical structure morph...	156	59	35.37	8.6e-06
GO:0015988	energy coupled proton transmembrane tran...	18	13	4.08	1.0e-05
GO:0015991	ATP hydrolysis coupled proton transport	18	13	4.08	1.0e-05
GO:0006281	DNA repair	278	93	63.04	1.1e-05
GO:0050000	chromosome localization	38	21	8.62	1.2e-05
GO:0044770	cell cycle phase transition	214	75	48.52	1.3e-05
GO:0045132	meiotic chromosome segregation	61	29	13.83	1.4e-05
GO:0071103	DNA conformation change	131	51	29.7	1.4e-05
GO:0090662	ATP hydrolysis coupled transmembrane tra...	33	19	7.48	1.4e-05
GO:0099131	ATP hydrolysis coupled ion transmembrane...	33	19	7.48	1.4e-05
GO:0099132	ATP hydrolysis coupled cation transmembr...	33	19	7.48	1.4e-05
GO:0002377	immunoglobulin production	21	14	4.76	2.0e-05
GO:0015672	monovalent inorganic cation transport	68	31	15.42	2.0e-05
GO:0090558	plant epidermis development	31	18	7.03	2.1e-05
GO:0007064	mitotic sister chromatid cohesion	26	16	5.9	2.2e-05
GO:0045005	DNA-dependent DNA replication maintenanc...	26	16	5.9	2.2e-05
GO:0044283	small molecule biosynthetic process	365	115	82.76	2.2e-05
GO:0006270	DNA replication initiation	34	19	7.71	2.5e-05
GO:0002440	production of molecular mediator of immu...	29	17	6.58	3.0e-05
GO:0051310	metaphase plate congression	29	17	6.58	3.0e-05
GO:1902295	synthesis of RNA primer involved in cell...	7	7	1.59	3.0e-05
GO:1902318	synthesis of RNA primer involved in nucl...	7	7	1.59	3.0e-05
GO:1902981	synthesis of RNA primer involved in mito...	7	7	1.59	3.0e-05
GO:0044281	small molecule metabolic process	736	208	166.89	3.1e-05
GO:0072350	tricarboxylic acid metabolic process	17	12	3.85	3.4e-05
GO:0032506	cytokinetic process	40	21	9.07	3.4e-05
GO:0010948	negative regulation of cell cycle proces...	129	49	29.25	4.5e-05
GO:0000911	cytokinesis by cell plate formation	9	8	2.04	4.9e-05
GO:0055067	monovalent inorganic cation homeostasis	38	20	8.62	5.0e-05
GO:0007051	spindle organization	80	34	18.14	5.0e-05
GO:0006099	tricarboxylic acid cycle	11	9	2.49	5.3e-05
GO:0006101	citrate metabolic process	11	9	2.49	5.3e-05
GO:0006885	regulation of pH	30	17	6.8	5.4e-05
GO:0033572	transferrin transport	20	13	4.53	5.9e-05
GO:0006323	DNA packaging	87	36	19.73	6.0e-05
GO:0007140	male meiotic nuclear division	50	24	11.34	6.4e-05
GO:0044772	mitotic cell cycle phase transition	201	69	45.58	6.6e-05
GO:0006974	cellular response to DNA damage stimulus	358	111	81.18	6.9e-05
GO:1902750	negative regulation of cell cycle G2/M p...	36	19	8.16	7.4e-05
GO:0042023	DNA endoreduplication	28	16	6.35	7.8e-05
GO:0006342	chromatin silencing	85	35	19.27	8.6e-05
GO:0032201	telomere maintenance via semi-conservati...	16	11	3.63	0.00011
GO:0007080	mitotic metaphase plate congression	26	15	5.9	0.00011
GO:0009653	anatomical structure morphogenesis	559	161	126.75	0.00012
GO:0051985	negative regulation of chromosome segreg...	37	19	8.39	0.00012
GO:0015682	ferric iron transport	21	13	4.76	0.00012
GO:0072512	trivalent inorganic cation transport	21	13	4.76	0.00012
GO:0006302	double-strand break repair	130	48	29.48	0.00012
GO:0045786	negative regulation of cell cycle	183	63	41.5	0.00013
GO:0007130	synaptonemal complex assembly	6	6	1.36	0.00013
GO:0042138	meiotic DNA double-strand break formatio...	6	6	1.36	0.00013
GO:0042891	antibiotic transport	6	6	1.36	0.00013
GO:0070058	tRNA gene clustering	6	6	1.36	0.00013
GO:1990961	drug transmembrane export	6	6	1.36	0.00013
GO:0030641	regulation of cellular pH	29	16	6.58	0.00014
GO:0006629	lipid metabolic process	329	102	74.6	0.00014
GO:0042113	B cell activation	24	14	5.44	0.00017
GO:0018107	peptidyl-threonine phosphorylation	12	9	2.72	0.00017
GO:0008610	lipid biosynthetic process	214	71	48.52	0.00017
GO:0016053	organic acid biosynthetic process	214	71	48.52	0.00017
GO:0046394	carboxylic acid biosynthetic process	214	71	48.52	0.00017
GO:0009108	coenzyme biosynthetic process	118	44	26.76	0.00018
GO:0008286	insulin receptor signaling pathway	38	19	8.62	0.00019
GO:0043201	response to leucine	8	7	1.81	0.00019
GO:0051315	attachment of mitotic spindle microtubul...	8	7	1.81	0.00019
GO:0070193	synaptonemal complex organization	8	7	1.81	0.00019
