GO.ID	Term	Annotated	Significant	Expected	classic
GO:0015932	nucleobase-containing compound transmemb...	26	8	1.77	0.00021
GO:0004332	fructose-bisphosphate aldolase activity	6	4	0.41	0.00028
GO:1901505	carbohydrate derivative transmembrane tr...	22	7	1.5	0.00043
GO:0015101	organic cation transmembrane transporter...	7	4	0.48	0.00062
GO:0070011	peptidase activity, acting on L-amino ac...	117	18	7.95	0.00073
GO:0016836	hydro-lyase activity	24	7	1.63	0.00077
GO:0016829	lyase activity	101	16	6.87	0.00104
GO:0008446	GDP-mannose 4,6-dehydratase activity	4	3	0.27	0.00118
GO:0070401	NADP+ binding	4	3	0.27	0.00118
GO:0015605	organophosphate ester transmembrane tran...	20	6	1.36	0.00159
GO:0008233	peptidase activity	125	18	8.5	0.00160
GO:0004497	monooxygenase activity	14	5	0.95	0.00167
GO:0016835	carbon-oxygen lyase activity	29	7	1.97	0.00261
GO:0004175	endopeptidase activity	63	11	4.28	0.00292
GO:0015215	nucleotide transmembrane transporter act...	17	5	1.16	0.00436
GO:0003999	adenine phosphoribosyltransferase activi...	2	2	0.14	0.00460
GO:0004329	formate-tetrahydrofolate ligase activity	2	2	0.14	0.00460
GO:0004477	methenyltetrahydrofolate cyclohydrolase ...	2	2	0.14	0.00460
GO:0004488	methylenetetrahydrofolate dehydrogenase ...	2	2	0.14	0.00460
GO:0004711	ribosomal protein S6 kinase activity	2	2	0.14	0.00460
GO:0008460	dTDP-glucose 4,6-dehydratase activity	2	2	0.14	0.00460
GO:0015228	coenzyme A transmembrane transporter act...	2	2	0.14	0.00460
GO:0044610	FMN transmembrane transporter activity	2	2	0.14	0.00460
GO:0045485	omega-6 fatty acid desaturase activity	2	2	0.14	0.00460
GO:0047341	fucose-1-phosphate guanylyltransferase a...	2	2	0.14	0.00460
GO:0050183	phosphatidylcholine 12-monooxygenase act...	2	2	0.14	0.00460
GO:0050201	fucokinase activity	2	2	0.14	0.00460
GO:0070568	guanylyltransferase activity	2	2	0.14	0.00460
GO:0070728	leucine binding	2	2	0.14	0.00460
GO:0080122	AMP transmembrane transporter activity	2	2	0.14	0.00460
GO:0106130	purine phosphoribosyltransferase activit...	2	2	0.14	0.00460
GO:0000295	adenine nucleotide transmembrane transpo...	12	4	0.82	0.00665
GO:0005346	purine ribonucleotide transmembrane tran...	12	4	0.82	0.00665
GO:0016832	aldehyde-lyase activity	12	4	0.82	0.00665
GO:0016709	oxidoreductase activity, acting on paire...	7	3	0.48	0.00883
GO:0051721	protein phosphatase 2A binding	7	3	0.48	0.00883
GO:0015216	purine nucleotide transmembrane transpor...	13	4	0.88	0.00911
GO:0005507	copper ion binding	37	7	2.52	0.01081
GO:0008483	transaminase activity	21	5	1.43	0.01147
GO:0016769	transferase activity, transferring nitro...	21	5	1.43	0.01147
GO:0004084	branched-chain-amino-acid transaminase a...	3	2	0.2	0.01318
GO:0004360	glutamine-fructose-6-phosphate transamin...	3	2	0.2	0.01318
GO:0010326	methionine-oxo-acid transaminase activit...	3	2	0.2	0.01318
GO:0015230	FAD transmembrane transporter activity	3	2	0.2	0.01318
GO:0051724	NAD transmembrane transporter activity	3	2	0.2	0.01318
GO:0052654	L-leucine transaminase activity	3	2	0.2	0.01318
GO:0052655	L-valine transaminase activity	3	2	0.2	0.01318
GO:0052656	L-isoleucine transaminase activity	3	2	0.2	0.01318
GO:0071077	adenosine 3',5'-bisphosphate transmembra...	3	2	0.2	0.01318
GO:0005338	nucleotide-sugar transmembrane transport...	8	3	0.54	0.01343
GO:1901682	sulfur compound transmembrane transporte...	15	4	1.02	0.01562
GO:0140096	catalytic activity, acting on a protein	506	46	34.4	0.01812
GO:0050661	NADP binding	41	7	2.79	0.01875
GO:0016597	amino acid binding	25	5	1.7	0.02400
GO:0051787	misfolded protein binding	17	4	1.16	0.02447
GO:0016830	carbon-carbon lyase activity	34	6	2.31	0.02481
GO:0043130	ubiquitin binding	34	6	2.31	0.02481
GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)a...	4	2	0.27	0.02519
GO:1990599	3' overhang single-stranded DNA endodeox...	4	2	0.27	0.02519
GO:0016840	carbon-nitrogen lyase activity	10	3	0.68	0.02602
GO:0003779	actin binding	54	8	3.67	0.02749
GO:0004843	thiol-dependent ubiquitin-specific prote...	18	4	1.22	0.02984
GO:0036459	thiol-dependent ubiquitinyl hydrolase ac...	18	4	1.22	0.02984
GO:0005518	collagen binding	19	4	1.29	0.03584
GO:0101005	ubiquitinyl hydrolase activity	19	4	1.29	0.03584
GO:0016705	oxidoreductase activity, acting on paire...	37	6	2.52	0.03623
GO:0032182	ubiquitin-like protein binding	37	6	2.52	0.03623
GO:0005347	ATP transmembrane transporter activity	5	2	0.34	0.04012
GO:0015217	ADP transmembrane transporter activity	5	2	0.34	0.04012
GO:0051185	coenzyme transmembrane transporter activ...	5	2	0.34	0.04012
GO:0061578	Lys63-specific deubiquitinase activity	5	2	0.34	0.04012
GO:0070548	L-glutamine aminotransferase activity	5	2	0.34	0.04012
GO:0008238	exopeptidase activity	20	4	1.36	0.04249
GO:0042162	telomeric DNA binding	20	4	1.36	0.04249
GO:0004177	aminopeptidase activity	12	3	0.82	0.04314
GO:0051087	chaperone binding	39	6	2.65	0.04545
GO:0019783	ubiquitin-like protein-specific protease...	30	5	2.04	0.04893
GO:0051015	actin filament binding	40	6	2.72	0.05057
GO:0070034	telomerase RNA binding	13	3	0.88	0.05335
GO:0015165	pyrimidine nucleotide-sugar transmembran...	6	2	0.41	0.05752
GO:0030165	PDZ domain binding	6	2	0.41	0.05752
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate tr...	6	2	0.41	0.05752
GO:0051184	cofactor transmembrane transporter activ...	6	2	0.41	0.05752
GO:0008509	anion transmembrane transporter activity	86	10	5.85	0.06392
GO:0019905	syntaxin binding	14	3	0.95	0.06460
GO:0000035	acyl binding	1	1	0.07	0.06799
GO:0000036	acyl carrier activity	1	1	0.07	0.06799
GO:0001727	lipid kinase activity	1	1	0.07	0.06799
GO:0003721	telomerase RNA reverse transcriptase act...	1	1	0.07	0.06799
GO:0003839	gamma-glutamylcyclotransferase activity	1	1	0.07	0.06799
GO:0003905	alkylbase DNA N-glycosylase activity	1	1	0.07	0.06799
GO:0003968	RNA-directed 5'-3' RNA polymerase activi...	1	1	0.07	0.06799
GO:0004013	adenosylhomocysteinase activity	1	1	0.07	0.06799
GO:0004057	arginyltransferase activity	1	1	0.07	0.06799
GO:0004326	tetrahydrofolylpolyglutamate synthase ac...	1	1	0.07	0.06799
GO:0004438	phosphatidylinositol-3-phosphatase activ...	1	1	0.07	0.06799
GO:0004586	ornithine decarboxylase activity	1	1	0.07	0.06799
GO:0004610	phosphoacetylglucosamine mutase activity	1	1	0.07	0.06799
GO:0004742	dihydrolipoyllysine-residue acetyltransf...	1	1	0.07	0.06799
GO:0004824	lysine-tRNA ligase activity	1	1	0.07	0.06799
GO:0005457	GDP-fucose transmembrane transporter act...	1	1	0.07	0.06799
GO:0005459	UDP-galactose transmembrane transporter ...	1	1	0.07	0.06799
GO:0005462	UDP-N-acetylglucosamine transmembrane tr...	1	1	0.07	0.06799
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehyd...	1	1	0.07	0.06799
GO:0008240	tripeptidyl-peptidase activity	1	1	0.07	0.06799
GO:0008481	sphinganine kinase activity	1	1	0.07	0.06799
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase ...	1	1	0.07	0.06799
GO:0008725	DNA-3-methyladenine glycosylase activity	1	1	0.07	0.06799
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase act...	1	1	0.07	0.06799
GO:0008831	dTDP-4-dehydrorhamnose reductase activit...	1	1	0.07	0.06799
GO:0009883	red or far-red light photoreceptor activ...	1	1	0.07	0.06799
GO:0010280	UDP-L-rhamnose synthase activity	1	1	0.07	0.06799
GO:0010428	methyl-CpNpG binding	1	1	0.07	0.06799
GO:0010429	methyl-CpNpN binding	1	1	0.07	0.06799
GO:0010489	UDP-4-keto-6-deoxy-glucose-3,5-epimerase...	1	1	0.07	0.06799
GO:0010490	UDP-4-keto-rhamnose-4-keto-reductase act...	1	1	0.07	0.06799
GO:0015234	thiamine transmembrane transporter activ...	1	1	0.07	0.06799
GO:0015489	putrescine transmembrane transporter act...	1	1	0.07	0.06799
GO:0015606	spermidine transmembrane transporter act...	1	1	0.07	0.06799
GO:0016002	sulfite reductase activity	1	1	0.07	0.06799
GO:0016418	S-acetyltransferase activity	1	1	0.07	0.06799
GO:0016603	glutaminyl-peptide cyclotransferase acti...	1	1	0.07	0.06799
GO:0016673	oxidoreductase activity, acting on a sul...	1	1	0.07	0.06799
GO:0016802	trialkylsulfonium hydrolase activity	1	1	0.07	0.06799
GO:0018423	protein C-terminal leucine carboxyl O-me...	1	1	0.07	0.06799
GO:0030233	deoxynucleotide transmembrane transporte...	1	1	0.07	0.06799
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductois...	1	1	0.07	0.06799
GO:0030735	carnosine N-methyltransferase activity	1	1	0.07	0.06799
GO:0031177	phosphopantetheine binding	1	1	0.07	0.06799
GO:0031516	far-red light photoreceptor activity	1	1	0.07	0.06799
GO:0031517	red light photoreceptor activity	1	1	0.07	0.06799
GO:0031694	alpha-2A adrenergic receptor binding	1	1	0.07	0.06799
GO:0032131	alkylated DNA binding	1	1	0.07	0.06799
GO:0033612	receptor serine/threonine kinase binding	1	1	0.07	0.06799
GO:0034596	phosphatidylinositol phosphate 4-phospha...	1	1	0.07	0.06799
GO:0038036	sphingosine-1-phosphate receptor activit...	1	1	0.07	0.06799
GO:0042356	GDP-4-dehydro-D-rhamnose reductase activ...	1	1	0.07	0.06799
GO:0043733	DNA-3-methylbase glycosylase activity	1	1	0.07	0.06799
GO:0043812	phosphatidylinositol-4-phosphate phospha...	1	1	0.07	0.06799
GO:0043916	DNA-7-methylguanine glycosylase activity	1	1	0.07	0.06799
GO:0044620	ACP phosphopantetheine attachment site b...	1	1	0.07	0.06799
GO:0045125	bioactive lipid receptor activity	1	1	0.07	0.06799
GO:0045550	geranylgeranyl reductase activity	1	1	0.07	0.06799
GO:0046422	violaxanthin de-epoxidase activity	1	1	0.07	0.06799
GO:0046919	pyruvyltransferase activity	1	1	0.07	0.06799
GO:0047560	3-dehydrosphinganine reductase activity	1	1	0.07	0.06799
GO:0047658	alpha-amino-acid esterase activity	1	1	0.07	0.06799
GO:0050311	sulfite reductase (ferredoxin) activity	1	1	0.07	0.06799
GO:0050377	UDP-glucose 4,6-dehydratase activity	1	1	0.07	0.06799
