GO.ID	Term	Annotated	Significant	Expected	classic
GO:0022626	cytosolic ribosome	115	44	10.24	1.3e-18
GO:0005840	ribosome	145	47	12.91	1.8e-16
GO:0042788	polysomal ribosome	50	26	4.45	2.9e-15
GO:0044391	ribosomal subunit	110	39	9.79	2.9e-15
GO:0009579	thylakoid	111	37	9.88	1.5e-13
GO:0009534	chloroplast thylakoid	85	32	7.57	1.6e-13
GO:0031976	plastid thylakoid	86	32	7.66	2.4e-13
GO:0044436	thylakoid part	73	29	6.5	4.8e-13
GO:0009507	chloroplast	436	82	38.81	1.3e-12
GO:0009536	plastid	447	82	39.79	5.6e-12
GO:0034357	photosynthetic membrane	65	26	5.79	6.9e-12
GO:0042651	thylakoid membrane	65	26	5.79	6.9e-12
GO:0005844	polysome	70	27	6.23	7.4e-12
GO:0044444	cytoplasmic part	2442	261	217.37	1.4e-11
GO:0044445	cytosolic part	173	44	15.4	2.6e-11
GO:0009570	chloroplast stroma	177	44	15.76	6.1e-11
GO:0009532	plastid stroma	178	44	15.84	7.4e-11
GO:0044434	chloroplast part	265	56	23.59	1.2e-10
GO:0022627	cytosolic small ribosomal subunit	36	18	3.2	1.5e-10
GO:0044435	plastid part	270	56	24.03	2.5e-10
GO:0022625	cytosolic large ribosomal subunit	57	22	5.07	7.1e-10
GO:0015935	small ribosomal subunit	42	18	3.74	3.6e-09
GO:0009535	chloroplast thylakoid membrane	54	20	4.81	1.0e-08
GO:0031984	organelle subcompartment	471	77	41.92	1.0e-08
GO:0055035	plastid thylakoid membrane	55	20	4.9	1.5e-08
GO:0005737	cytoplasm	2738	273	243.71	4.4e-08
GO:0015934	large ribosomal subunit	69	22	6.14	4.4e-08
GO:0098554	cytoplasmic side of endoplasmic reticulu...	16	9	1.42	2.0e-06
GO:0098556	cytoplasmic side of rough endoplasmic re...	16	9	1.42	2.0e-06
GO:0009533	chloroplast stromal thylakoid	11	7	0.98	1.0e-05
GO:0030867	rough endoplasmic reticulum membrane	23	10	2.05	1.1e-05
GO:0005829	cytosol	1278	148	113.76	1.3e-05
GO:0010287	plastoglobule	17	8	1.51	4.3e-05
GO:0005618	cell wall	65	16	5.79	0.00012
GO:0030312	external encapsulating structure	66	16	5.87	0.00014
GO:0005791	rough endoplasmic reticulum	31	10	2.76	0.00022
GO:0044424	intracellular part	3111	287	276.92	0.00055
GO:0031977	thylakoid lumen	18	7	1.6	0.00055
GO:0009506	plasmodesma	127	23	11.3	0.00062
GO:0055044	symplast	127	23	11.3	0.00062
GO:0005622	intracellular	3113	287	277.09	0.00064
GO:0005854	nascent polypeptide-associated complex	3	3	0.27	0.00070
GO:0005911	cell-cell junction	141	24	12.55	0.00120
GO:0009526	plastid envelope	142	24	12.64	0.00133
GO:0009941	chloroplast envelope	134	23	11.93	0.00135
GO:0016020	membrane	1367	146	121.68	0.00157
GO:0005783	endoplasmic reticulum	404	52	35.96	0.00270
GO:1990904	ribonucleoprotein complex	465	58	41.39	0.00315
GO:0098588	bounding membrane of organelle	475	59	42.28	0.00319
GO:0048046	apoplast	50	11	4.45	0.00365
