GO.ID	Term	Annotated	Significant	Expected	classic
GO:1901505	carbohydrate derivative transmembrane tr...	22	6	0.4	1.7e-06
GO:0016836	hydro-lyase activity	24	6	0.44	3.0e-06
GO:0015932	nucleobase-containing compound transmemb...	26	6	0.48	5.1e-06
GO:0016835	carbon-oxygen lyase activity	29	6	0.53	1.0e-05
GO:0008446	GDP-mannose 4,6-dehydratase activity	4	3	0.07	2.3e-05
GO:0070401	NADP+ binding	4	3	0.07	2.3e-05
GO:0004360	glutamine-fructose-6-phosphate transamin...	6	3	0.11	0.00011
GO:0005338	nucleotide-sugar transmembrane transport...	8	3	0.15	0.00031
GO:0070548	L-glutamine aminotransferase activity	8	3	0.15	0.00031
GO:0004711	ribosomal protein S6 kinase activity	2	2	0.04	0.00033
GO:0008460	dTDP-glucose 4,6-dehydratase activity	2	2	0.04	0.00033
GO:0015605	organophosphate ester transmembrane tran...	20	4	0.37	0.00040
GO:0050661	NADP binding	41	5	0.75	0.00079
GO:0000295	adenine nucleotide transmembrane transpo...	12	3	0.22	0.00115
GO:0005346	purine ribonucleotide transmembrane tran...	12	3	0.22	0.00115
GO:0015216	purine nucleotide transmembrane transpor...	13	3	0.24	0.00147
GO:0016597	amino acid binding	28	4	0.51	0.00151
GO:0004497	monooxygenase activity	14	3	0.26	0.00185
GO:0008514	organic anion transmembrane transporter ...	56	5	1.03	0.00326
GO:0015215	nucleotide transmembrane transporter act...	17	3	0.31	0.00333
GO:0016705	oxidoreductase activity, acting on paire...	37	4	0.68	0.00430
GO:0030246	carbohydrate binding	19	3	0.35	0.00462
GO:0015165	pyrimidine nucleotide-sugar transmembran...	6	2	0.11	0.00474
GO:0017110	nucleoside-diphosphatase activity	6	2	0.11	0.00474
GO:0030165	PDZ domain binding	6	2	0.11	0.00474
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate tr...	6	2	0.11	0.00474
GO:0016709	oxidoreductase activity, acting on paire...	7	2	0.13	0.00656
GO:0016857	racemase and epimerase activity, acting ...	7	2	0.13	0.00656
GO:0051721	protein phosphatase 2A binding	7	2	0.13	0.00656
GO:0019887	protein kinase regulator activity	43	4	0.79	0.00740
GO:0042802	identical protein binding	345	13	6.34	0.00798
GO:0019207	kinase regulator activity	45	4	0.83	0.00870
GO:0008483	transaminase activity	24	3	0.44	0.00904
GO:0016769	transferase activity, transferring nitro...	24	3	0.44	0.00904
GO:0016829	lyase activity	102	6	1.87	0.01012
GO:0031406	carboxylic acid binding	47	4	0.86	0.01014
GO:0043177	organic acid binding	47	4	0.86	0.01014
