GO.ID	Term	Annotated	Significant	Expected	classic
GO:0030446	hyphal cell wall	7	4	0.47	0.00058
GO:0000139	Golgi membrane	117	18	7.83	0.00061
GO:0000502	proteasome complex	59	11	3.95	0.00150
GO:1905369	endopeptidase complex	59	11	3.95	0.00150
GO:0005838	proteasome regulatory particle	14	5	0.94	0.00156
GO:0022624	proteasome accessory complex	14	5	0.94	0.00156
GO:0070971	endoplasmic reticulum exit site	5	3	0.33	0.00267
GO:0044436	thylakoid part	73	12	4.88	0.00285
GO:1905368	peptidase complex	67	11	4.48	0.00427
GO:0034515	proteasome storage granule	25	6	1.67	0.00505
GO:0048786	presynaptic active zone	6	3	0.4	0.00508
GO:0031977	thylakoid lumen	18	5	1.2	0.00534
GO:0008541	proteasome regulatory particle, lid subc...	7	3	0.47	0.00846
GO:0009277	fungal-type cell wall	13	4	0.87	0.00862
GO:0031300	intrinsic component of organelle membran...	74	11	4.95	0.00919
GO:0009986	cell surface	67	10	4.48	0.01243
GO:0031597	cytosolic proteasome complex	30	6	2.01	0.01279
GO:0008540	proteasome regulatory particle, base sub...	8	3	0.54	0.01287
GO:0042575	DNA polymerase complex	8	3	0.54	0.01287
GO:0005839	proteasome core complex	22	5	1.47	0.01319
GO:0009579	thylakoid	111	14	7.43	0.01476
GO:0098791	Golgi subcompartment	185	20	12.38	0.02036
GO:0005886	plasma membrane	627	54	41.95	0.02226
GO:0005671	Ada2/Gcn5/Ada3 transcription activator c...	4	2	0.27	0.02444
GO:0008622	epsilon DNA polymerase complex	4	2	0.27	0.02444
GO:0009534	chloroplast thylakoid	85	11	5.69	0.02455
GO:0009535	chloroplast thylakoid membrane	54	8	3.61	0.02535
GO:0044431	Golgi apparatus part	202	21	13.52	0.02625
GO:0031984	organelle subcompartment	471	42	31.52	0.02627
GO:0031976	plastid thylakoid	86	11	5.75	0.02655
GO:0034357	photosynthetic membrane	65	9	4.35	0.02727
GO:0042651	thylakoid membrane	65	9	4.35	0.02727
GO:0055035	plastid thylakoid membrane	55	8	3.68	0.02802
GO:0031301	integral component of organelle membrane	66	9	4.42	0.02980
GO:0000110	nucleotide-excision repair factor 1 comp...	5	2	0.33	0.03895
GO:0032009	early phagosome	12	3	0.8	0.04144
GO:0044434	chloroplast part	265	25	17.73	0.04606
GO:0031012	extracellular matrix	13	3	0.87	0.05129
GO:0030173	integral component of Golgi membrane	22	4	1.47	0.05505
GO:0044435	plastid part	270	25	18.07	0.05552
GO:0001652	granular component	6	2	0.4	0.05589
GO:0031390	Ctf18 RFC-like complex	6	2	0.4	0.05589
GO:0071944	cell periphery	690	56	46.17	0.05690
GO:0031228	intrinsic component of Golgi membrane	23	4	1.54	0.06328
GO:0030666	endocytic vesicle membrane	33	5	2.21	0.06559
GO:0032588	trans-Golgi network membrane	33	5	2.21	0.06559
GO:0000333	telomerase catalytic core complex	1	1	0.07	0.06691
GO:0005662	DNA replication factor A complex	1	1	0.07	0.06691
GO:0009337	sulfite reductase complex (NADPH)	1	1	0.07	0.06691
GO:0009544	chloroplast ATP synthase complex	1	1	0.07	0.06691
GO:0031002	actin rod	1	1	0.07	0.06691
GO:0031302	intrinsic component of endosome membrane	1	1	0.07	0.06691
GO:0031303	integral component of endosome membrane	1	1	0.07	0.06691
GO:0031379	RNA-directed RNA polymerase complex	1	1	0.07	0.06691
GO:0032195	post-lysosomal vacuole	1	1	0.07	0.06691
GO:0036186	early phagosome membrane	1	1	0.07	0.06691
GO:0042599	lamellar body	1	1	0.07	0.06691
GO:0044611	nuclear pore inner ring	1	1	0.07	0.06691
GO:0071513	phosphopantothenoylcysteine decarboxylas...	1	1	0.07	0.06691
GO:0071821	FANCM-MHF complex	1	1	0.07	0.06691
GO:0097208	alveolar lamellar body	1	1	0.07	0.06691
