GO.ID	Term	Annotated	Significant	Expected	classic
GO:0005694	chromosome	358	135	78.72	4.7e-13
GO:0000228	nuclear chromosome	240	96	52.77	4.3e-11
GO:0044427	chromosomal part	300	113	65.97	6.2e-11
GO:0005657	replication fork	57	34	12.53	6.2e-10
GO:0009534	chloroplast thylakoid	85	44	18.69	1.0e-09
GO:0031976	plastid thylakoid	86	44	18.91	1.7e-09
GO:0044454	nuclear chromosome part	210	83	46.18	2.1e-09
GO:0000793	condensed chromosome	74	39	16.27	4.9e-09
GO:0043596	nuclear replication fork	50	30	10.99	5.4e-09
GO:0000775	chromosome, centromeric region	69	37	15.17	6.5e-09
GO:0044435	plastid part	271	97	59.59	3.9e-08
GO:0030894	replisome	16	14	3.52	4.3e-08
GO:0000794	condensed nuclear chromosome	51	29	11.21	5.3e-08
GO:0034357	photosynthetic membrane	65	34	14.29	6.2e-08
GO:0042651	thylakoid membrane	65	34	14.29	6.2e-08
GO:0044434	chloroplast part	266	94	58.49	1.3e-07
GO:0044436	thylakoid part	73	36	16.05	1.8e-07
GO:0000790	nuclear chromatin	169	66	37.16	1.9e-07
GO:0016469	proton-transporting two-sector ATPase co...	19	15	4.18	1.9e-07
GO:0000785	chromatin	206	76	45.3	3.4e-07
GO:0043601	nuclear replisome	14	12	3.08	6.9e-07
GO:0016471	vacuolar proton-transporting V-type ATPa...	16	13	3.52	7.4e-07
GO:0033176	proton-transporting V-type ATPase comple...	16	13	3.52	7.4e-07
GO:0009579	thylakoid	111	47	24.41	8.1e-07
GO:0044815	DNA packaging complex	21	15	4.62	1.7e-06
GO:0031164	contractile vacuolar membrane	15	12	3.3	2.8e-06
GO:0033181	plasma membrane proton-transporting V-ty...	15	12	3.3	2.8e-06
GO:0000922	spindle pole	24	16	5.28	3.1e-06
GO:0000776	kinetochore	37	21	8.14	4.0e-06
GO:0005819	spindle	76	34	16.71	6.6e-06
GO:0032993	protein-DNA complex	62	29	13.63	1.1e-05
GO:0098687	chromosomal region	107	43	23.53	1.2e-05
GO:0009535	chloroplast thylakoid membrane	54	26	11.87	1.7e-05
GO:0000796	condensin complex	7	7	1.54	2.4e-05
GO:0005658	alpha DNA polymerase:primase complex	7	7	1.54	2.4e-05
GO:0055035	plastid thylakoid membrane	55	26	12.09	2.5e-05
GO:0009533	chloroplast stromal thylakoid	11	9	2.42	4.1e-05
GO:0000331	contractile vacuole	20	13	4.4	4.2e-05
GO:0009526	plastid envelope	143	52	31.44	4.3e-05
GO:0009536	plastid	449	132	98.73	4.6e-05
GO:0000322	storage vacuole	102	40	22.43	4.8e-05
GO:0000324	fungal-type vacuole	102	40	22.43	4.8e-05
GO:0009507	chloroplast	438	129	96.31	5.2e-05
GO:0000780	condensed nuclear chromosome, centromeri...	18	12	3.96	5.8e-05
GO:0005721	pericentric heterochromatin	19	12	4.18	0.00013
GO:0005876	spindle microtubule	19	12	4.18	0.00013
GO:0009941	chloroplast envelope	135	48	29.68	0.00016
GO:0000779	condensed chromosome, centromeric region	22	13	4.84	0.00017
GO:0031298	replication fork protection complex	17	11	3.74	0.00018
GO:0098797	plasma membrane protein complex	45	21	9.89	0.00019
GO:0009532	plastid stroma	178	59	39.14	0.00028
GO:0005887	integral component of plasma membrane	66	27	14.51	0.00037
GO:0009570	chloroplast stroma	177	58	38.92	0.00044
GO:0033178	proton-transporting two-sector ATPase co...	11	8	2.42	0.00046
GO:0000799	nuclear condensin complex	5	5	1.1	0.00051
GO:0008278	cohesin complex	5	5	1.1	0.00051
GO:0031226	intrinsic component of plasma membrane	74	29	16.27	0.00054
GO:0000221	vacuolar proton-transporting V-type ATPa...	9	7	1.98	0.00057
GO:0033180	proton-transporting V-type ATPase, V1 do...	9	7	1.98	0.00057
GO:0000220	vacuolar proton-transporting V-type ATPa...	7	6	1.54	0.00063
GO:0033177	proton-transporting two-sector ATPase co...	7	6	1.54	0.00063
GO:0033179	proton-transporting V-type ATPase, V0 do...	7	6	1.54	0.00063
GO:0005813	centrosome	124	43	27.27	0.00065
GO:0000329	fungal-type vacuole membrane	66	26	14.51	0.00094
GO:0015630	microtubule cytoskeleton	237	72	52.11	0.00111
GO:0000778	condensed nuclear chromosome kinetochore	12	8	2.64	0.00111
GO:0000323	lytic vacuole	182	57	40.02	0.00169
GO:0005815	microtubule organizing center	152	49	33.42	0.00180
GO:0044732	mitotic spindle pole body	8	6	1.76	0.00206
GO:0000798	nuclear cohesin complex	4	4	0.88	0.00232
GO:0010007	magnesium chelatase complex	4	4	0.88	0.00232
GO:0005663	DNA replication factor C complex	6	5	1.32	0.00249
GO:0031390	Ctf18 RFC-like complex	6	5	1.32	0.00249
GO:1990204	oxidoreductase complex	43	18	9.46	0.00257
GO:0000777	condensed chromosome kinetochore	16	9	3.52	0.00291
GO:0098852	lytic vacuole membrane	112	37	24.63	0.00403
GO:0005856	cytoskeleton	300	85	65.97	0.00403
GO:0000786	nucleosome	14	8	3.08	0.00442
GO:0044459	plasma membrane part	229	67	50.35	0.00464
GO:0010369	chromocenter	9	6	1.98	0.00503
GO:0005680	anaphase-promoting complex	12	7	2.64	0.00673
GO:0014704	intercalated disc	7	5	1.54	0.00715
GO:0042555	MCM complex	7	5	1.54	0.00715
GO:0044291	cell-cell contact zone	7	5	1.54	0.00715
GO:0005871	kinesin complex	15	8	3.3	0.00767
GO:0005881	cytoplasmic microtubule	15	8	3.3	0.00767
GO:0000792	heterochromatin	47	18	10.33	0.00790
GO:0051233	spindle midzone	21	10	4.62	0.00808
GO:0005750	mitochondrial respiratory chain complex ...	5	4	1.1	0.00958
GO:0005828	kinetochore microtubule	5	4	1.1	0.00958
GO:0031389	Rad17 RFC-like complex	5	4	1.1	0.00958
GO:0031391	Elg1 RFC-like complex	5	4	1.1	0.00958
GO:0034506	chromosome, centromeric core domain	5	4	1.1	0.00958
GO:0045275	respiratory chain complex III	5	4	1.1	0.00958
GO:0070821	tertiary granule membrane	5	4	1.1	0.00958
GO:0031618	nuclear pericentric heterochromatin	10	6	2.2	0.01026
GO:0009543	chloroplast thylakoid lumen	3	3	0.66	0.01060
GO:0030892	mitotic cohesin complex	3	3	0.66	0.01060
GO:0030893	meiotic cohesin complex	3	3	0.66	0.01060
