GO.ID	Term	Annotated	Significant	Expected	classic
GO:0030684	preribosome	121	100	34.47	< 1e-30
GO:0022626	cytosolic ribosome	115	95	32.76	< 1e-30
GO:0005840	ribosome	145	108	41.3	< 1e-30
GO:1990904	ribonucleoprotein complex	465	243	132.45	< 1e-30
GO:0044391	ribosomal subunit	110	88	31.33	4.3e-30
GO:0044445	cytosolic part	173	118	49.28	7.4e-29
GO:0005844	polysome	70	62	19.94	2.7e-26
GO:0042788	polysomal ribosome	50	49	14.24	2.7e-26
GO:0022625	cytosolic large ribosomal subunit	57	50	16.24	6.1e-21
GO:0015934	large ribosomal subunit	69	55	19.65	6.1e-19
GO:0030687	preribosome, large subunit precursor	51	44	14.53	6.2e-18
GO:0030686	90S preribosome	61	49	17.38	3.0e-17
GO:0005730	nucleolus	406	189	115.64	8.6e-17
GO:0022627	cytosolic small ribosomal subunit	36	33	10.25	1.8e-15
GO:0032040	small-subunit processome	40	33	11.39	1.4e-12
GO:0015935	small ribosomal subunit	42	34	11.96	1.8e-12
GO:0005829	cytosol	1278	445	364.02	9.9e-11
GO:0098554	cytoplasmic side of endoplasmic reticulu...	16	16	4.56	1.7e-09
GO:0098556	cytoplasmic side of rough endoplasmic re...	16	16	4.56	1.7e-09
GO:0070993	translation preinitiation complex	13	13	3.7	7.6e-08
GO:0030867	rough endoplasmic reticulum membrane	23	19	6.55	9.7e-08
GO:0005852	eukaryotic translation initiation factor...	11	11	3.13	9.6e-07
GO:0016282	eukaryotic 43S preinitiation complex	11	11	3.13	9.6e-07
GO:0005737	cytoplasm	2738	822	779.88	3.0e-06
GO:0009506	plasmodesma	127	60	36.17	3.7e-06
GO:0055044	symplast	127	60	36.17	3.7e-06
GO:0044444	cytoplasmic part	2442	745	695.57	4.3e-06
GO:0005791	rough endoplasmic reticulum	31	21	8.83	6.0e-06
GO:0030688	preribosome, small subunit precursor	9	9	2.56	1.2e-05
GO:0030173	integral component of Golgi membrane	22	16	6.27	2.0e-05
GO:0000502	proteasome complex	59	32	16.81	2.5e-05
GO:1905369	endopeptidase complex	59	32	16.81	2.5e-05
GO:1905368	peptidase complex	67	35	19.08	3.0e-05
GO:0044452	nucleolar part	73	37	20.79	4.3e-05
